N,NPfix
1.0,1.0
2.0,0.85228
4.0,1.07556
10.0,0.5827
21.0,0.92211
46.0,1.00234
100.0,0.9939999999999999
215.0,0.8729
464.0,1.0208000000000002
1000.0,1.08
