N,NPfix
1.0,1.0
2.0,0.75764
4.0,0.6006
10.0,0.1421
21.0,0.03948
46.0,0.0575
100.0,0.104
215.0,0.1376
464.0,0.10672000000000001
1000.0,0.030000000000000002
