N,NPfix
1.0,1.0
2.0,0.58394
4.0,0.6842
10.0,0.4005
21.0,0.11004
46.0,0.06394
100.0,0.06999999999999999
215.0,0.043000000000000003
464.0,0.07424
1000.0,0.08
