N,NPfix
1.0,1.0
2.0,0.75694
4.0,0.79352
10.0,0.6719999999999999
21.0,1.72599
46.0,3.7517599999999995
100.0,8.245
215.0,17.6773
464.0,38.08048
1000.0,83.28
