N,NPfix
1.0,1.0
2.0,0.72146
4.0,0.90716
10.0,1.254
21.0,4.56855
46.0,10.941559999999999
100.0,24.104999999999997
215.0,51.48605
464.0,111.76832
1000.0,237.53
