N,NPfix
1.0,1.0
2.0,0.41737
7.0,1.157044
21.0,1.226925
59.0,3.4784040000000003
166.0,10.031546
464.0,28.5592
1291.0,77.62008399999999
3593.0,204.42732800000002
10000.0,533.33
