N,NPfix
1.0,1.0
2.0,0.563552
7.0,1.651951
21.0,1.012935
59.0,2.131021
166.0,2.86433
464.0,1.1590719999999999
1291.0,0.036148
3593.0,0.0
10000.0,0.0
