N,NPfix,envs,germs,hards,pA,pGermBH,pGermWT,bankLength,wA,wB,site
1.0,1.0,es,gs,hs,1.0,0.224,0.75,3,1.848,0.152,EC
2.0,0.53056,es,gs,hs,1.0,0.224,0.75,3,1.848,0.152,EC
4.0,0.1226,es,gs,hs,1.0,0.224,0.75,3,1.848,0.152,EC
10.0,0.0,es,gs,hs,1.0,0.224,0.75,3,1.848,0.152,EC
21.0,0.0,es,gs,hs,1.0,0.224,0.75,3,1.848,0.152,EC
46.0,0.0,es,gs,hs,1.0,0.224,0.75,3,1.848,0.152,EC
100.0,0.0,es,gs,hs,1.0,0.224,0.75,3,1.848,0.152,EC
215.0,0.0,es,gs,hs,1.0,0.224,0.75,3,1.848,0.152,EC
464.0,0.0,es,gs,hs,1.0,0.224,0.75,3,1.848,0.152,EC
1000.0,0.0,es,gs,hs,1.0,0.224,0.75,3,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
2.0,0.73014,es,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
4.0,0.39568,es,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
10.0,0.0076999999999999,es,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
21.0,0.0,es,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
46.0,0.0,es,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
100.0,0.0,es,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
215.0,0.0,es,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
464.0,0.0,es,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
1000.0,0.0,es,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
2.0,0.50494,ed,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
4.0,0.24348,ed,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
10.0,0.0027,ed,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.75,0.224,0.224,5,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.75,0.224,1.0,7,1.848,0.152,EC
2.0,0.51688,ed,gs,hs,0.75,0.224,1.0,7,1.848,0.152,EC
4.0,0.27768,ed,gs,hs,0.75,0.224,1.0,7,1.848,0.152,EC
10.0,0.0059,ed,gs,hs,0.75,0.224,1.0,7,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.75,0.224,1.0,7,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.75,0.224,1.0,7,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.75,0.224,1.0,7,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.75,0.224,1.0,7,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.75,0.224,1.0,7,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.75,0.224,1.0,7,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.5,0.224,0.75,7,1.848,0.152,EC
2.0,0.5154,ed,gs,hs,0.5,0.224,0.75,7,1.848,0.152,EC
4.0,0.2608,ed,gs,hs,0.5,0.224,0.75,7,1.848,0.152,EC
10.0,0.0053,ed,gs,hs,0.5,0.224,0.75,7,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.5,0.224,0.75,7,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.5,0.224,0.75,7,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.5,0.224,0.75,7,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.5,0.224,0.75,7,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.5,0.224,0.75,7,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.5,0.224,0.75,7,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.5,0.224,0.5,7,1.848,0.152,EC
2.0,0.5044,es,gs,hs,0.5,0.224,0.5,7,1.848,0.152,EC
4.0,0.21808,es,gs,hs,0.5,0.224,0.5,7,1.848,0.152,EC
10.0,0.0029,es,gs,hs,0.5,0.224,0.5,7,1.848,0.152,EC
21.0,0.0,es,gs,hs,0.5,0.224,0.5,7,1.848,0.152,EC
46.0,0.0,es,gs,hs,0.5,0.224,0.5,7,1.848,0.152,EC
100.0,0.0,es,gs,hs,0.5,0.224,0.5,7,1.848,0.152,EC
215.0,0.0,es,gs,hs,0.5,0.224,0.5,7,1.848,0.152,EC
464.0,0.0,es,gs,hs,0.5,0.224,0.5,7,1.848,0.152,EC
1000.0,0.0,es,gs,hs,0.5,0.224,0.5,7,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
2.0,0.69702,es,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
4.0,0.34544,es,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
10.0,0.0109,es,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
21.0,0.02583,es,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
46.0,0.138,es,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
100.0,0.438,es,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
215.0,0.93955,es,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
464.0,1.7168,es,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
1000.0,2.61,es,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
2.0,0.56136,es,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
4.0,0.26492,es,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
10.0,0.0083,es,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
21.0,0.0,es,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
46.0,0.0,es,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
100.0,0.0,es,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
215.0,0.0,es,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
464.0,0.0,es,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
1000.0,0.0,es,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.0,0.224,0.5,5,1.848,0.152,EC
2.0,0.01792,es,gs,hs,0.0,0.224,0.5,5,1.848,0.152,EC
4.0,0.00012,es,gs,hs,0.0,0.224,0.5,5,1.848,0.152,EC
10.0,0.0,es,gs,hs,0.0,0.224,0.5,5,1.848,0.152,EC
21.0,0.0,es,gs,hs,0.0,0.224,0.5,5,1.848,0.152,EC
46.0,0.0,es,gs,hs,0.0,0.224,0.5,5,1.848,0.152,EC
100.0,0.0,es,gs,hs,0.0,0.224,0.5,5,1.848,0.152,EC
215.0,0.0,es,gs,hs,0.0,0.224,0.5,5,1.848,0.152,EC
464.0,0.0,es,gs,hs,0.0,0.224,0.5,5,1.848,0.152,EC
1000.0,0.0,es,gs,hs,0.0,0.224,0.5,5,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
2.0,0.33306,ed,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
4.0,0.15268,ed,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
10.0,0.0024,ed,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
21.0,0.00021,ed,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
2.0,0.49446,es,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
4.0,0.17384,es,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
10.0,0.0013,es,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
21.0,0.0,es,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
46.0,0.0,es,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
100.0,0.0,es,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
215.0,0.0,es,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
464.0,0.0,es,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
1000.0,0.0,es,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.0,0.224,1.0,3,1.848,0.152,EC
2.0,0.01356,es,gs,hs,0.0,0.224,1.0,3,1.848,0.152,EC
4.0,0.00012,es,gs,hs,0.0,0.224,1.0,3,1.848,0.152,EC
10.0,0.0,es,gs,hs,0.0,0.224,1.0,3,1.848,0.152,EC
21.0,0.0,es,gs,hs,0.0,0.224,1.0,3,1.848,0.152,EC
46.0,0.0,es,gs,hs,0.0,0.224,1.0,3,1.848,0.152,EC
100.0,0.0,es,gs,hs,0.0,0.224,1.0,3,1.848,0.152,EC
215.0,0.0,es,gs,hs,0.0,0.224,1.0,3,1.848,0.152,EC
464.0,0.0,es,gs,hs,0.0,0.224,1.0,3,1.848,0.152,EC
1000.0,0.0,es,gs,hs,0.0,0.224,1.0,3,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
2.0,0.1658,es,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
4.0,0.0514,es,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
10.0,0.0001,es,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
21.0,0.0,es,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
46.0,0.0,es,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
100.0,0.0,es,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
215.0,0.0,es,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
464.0,0.0,es,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
1000.0,0.0,es,gs,hs,0.25,0.224,0.75,3,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
2.0,0.41404,es,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
4.0,0.16936,es,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
10.0,0.002,es,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
21.0,0.0,es,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
46.0,0.0,es,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
100.0,0.0,es,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
215.0,0.0,es,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
464.0,0.0,es,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
1000.0,0.0,es,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
1.0,1.0,ed,gs,hs,1.0,0.224,1.0,3,1.848,0.152,EC
2.0,0.32246,ed,gs,hs,1.0,0.224,1.0,3,1.848,0.152,EC
4.0,0.12868,ed,gs,hs,1.0,0.224,1.0,3,1.848,0.152,EC
10.0,0.0029999999999999,ed,gs,hs,1.0,0.224,1.0,3,1.848,0.152,EC
21.0,0.0,ed,gs,hs,1.0,0.224,1.0,3,1.848,0.152,EC
46.0,0.0,ed,gs,hs,1.0,0.224,1.0,3,1.848,0.152,EC
100.0,0.0,ed,gs,hs,1.0,0.224,1.0,3,1.848,0.152,EC
215.0,0.0,ed,gs,hs,1.0,0.224,1.0,3,1.848,0.152,EC
464.0,0.0,ed,gs,hs,1.0,0.224,1.0,3,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,1.0,0.224,1.0,3,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
2.0,0.51894,ed,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
4.0,0.26284,ed,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
10.0,0.0048,ed,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.75,0.224,0.75,7,1.848,0.152,EC
1.0,1.0,ed,gs,hs,1.0,0.224,0.5,5,1.848,0.152,EC
2.0,0.4766,ed,gs,hs,1.0,0.224,0.5,5,1.848,0.152,EC
4.0,0.20592,ed,gs,hs,1.0,0.224,0.5,5,1.848,0.152,EC
10.0,0.0026,ed,gs,hs,1.0,0.224,0.5,5,1.848,0.152,EC
21.0,0.00021,ed,gs,hs,1.0,0.224,0.5,5,1.848,0.152,EC
46.0,0.0,ed,gs,hs,1.0,0.224,0.5,5,1.848,0.152,EC
100.0,0.0,ed,gs,hs,1.0,0.224,0.5,5,1.848,0.152,EC
215.0,0.0,ed,gs,hs,1.0,0.224,0.5,5,1.848,0.152,EC
464.0,0.0,ed,gs,hs,1.0,0.224,0.5,5,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,1.0,0.224,0.5,5,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
2.0,0.2171,es,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
4.0,0.0828,es,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
10.0,0.0008,es,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
21.0,0.0,es,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
46.0,0.0,es,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
100.0,0.0,es,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
215.0,0.0,es,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
464.0,0.0,es,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
1000.0,0.0,es,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
1.0,1.0,es,gs,hs,1.0,0.224,1.0,7,1.848,0.152,EC
2.0,0.71956,es,gs,hs,1.0,0.224,1.0,7,1.848,0.152,EC
4.0,0.28968,es,gs,hs,1.0,0.224,1.0,7,1.848,0.152,EC
10.0,0.0472999999999999,es,gs,hs,1.0,0.224,1.0,7,1.848,0.152,EC
21.0,0.00336,es,gs,hs,1.0,0.224,1.0,7,1.848,0.152,EC
46.0,0.0,es,gs,hs,1.0,0.224,1.0,7,1.848,0.152,EC
100.0,0.0,es,gs,hs,1.0,0.224,1.0,7,1.848,0.152,EC
215.0,0.0,es,gs,hs,1.0,0.224,1.0,7,1.848,0.152,EC
464.0,0.0,es,gs,hs,1.0,0.224,1.0,7,1.848,0.152,EC
1000.0,0.0,es,gs,hs,1.0,0.224,1.0,7,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
2.0,0.17656,es,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
4.0,0.05492,es,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
10.0,0.0004,es,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
21.0,0.0,es,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
46.0,0.0,es,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
100.0,0.0,es,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
215.0,0.0,es,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
464.0,0.0,es,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
1000.0,0.0,es,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
1.0,1.0,es,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
2.0,1.14162,es,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
4.0,0.88732,es,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
10.0,0.8040999999999999,es,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
21.0,0.93576,es,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
46.0,0.97888,es,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
100.0,0.974,es,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
215.0,1.0148,es,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
464.0,0.96512,es,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
1000.0,0.82,es,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.0,0.224,0.75,5,1.848,0.152,EC
2.0,0.01884,es,gs,hs,0.0,0.224,0.75,5,1.848,0.152,EC
4.0,0.0002,es,gs,hs,0.0,0.224,0.75,5,1.848,0.152,EC
10.0,0.0,es,gs,hs,0.0,0.224,0.75,5,1.848,0.152,EC
21.0,0.0,es,gs,hs,0.0,0.224,0.75,5,1.848,0.152,EC
46.0,0.0,es,gs,hs,0.0,0.224,0.75,5,1.848,0.152,EC
100.0,0.0,es,gs,hs,0.0,0.224,0.75,5,1.848,0.152,EC
215.0,0.0,es,gs,hs,0.0,0.224,0.75,5,1.848,0.152,EC
464.0,0.0,es,gs,hs,0.0,0.224,0.75,5,1.848,0.152,EC
1000.0,0.0,es,gs,hs,0.0,0.224,0.75,5,1.848,0.152,EC
1.0,1.0,ed,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
2.0,0.60032,ed,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
4.0,0.29724,ed,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
10.0,0.0032,ed,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
21.0,0.0,ed,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
46.0,0.0,ed,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
100.0,0.0,ed,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
215.0,0.0,ed,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
464.0,0.0,ed,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,1.0,0.224,0.224,7,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.0,0.224,1.0,7,1.848,0.152,EC
2.0,0.5109,ed,gs,hs,0.0,0.224,1.0,7,1.848,0.152,EC
4.0,0.29784,ed,gs,hs,0.0,0.224,1.0,7,1.848,0.152,EC
10.0,0.0065,ed,gs,hs,0.0,0.224,1.0,7,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.0,0.224,1.0,7,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.0,0.224,1.0,7,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.0,0.224,1.0,7,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.0,0.224,1.0,7,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.0,0.224,1.0,7,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.0,0.224,1.0,7,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.5,0.224,1.0,5,1.848,0.152,EC
2.0,0.44874,ed,gs,hs,0.5,0.224,1.0,5,1.848,0.152,EC
4.0,0.23152,ed,gs,hs,0.5,0.224,1.0,5,1.848,0.152,EC
10.0,0.0036,ed,gs,hs,0.5,0.224,1.0,5,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.5,0.224,1.0,5,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.5,0.224,1.0,5,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.5,0.224,1.0,5,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.5,0.224,1.0,5,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.5,0.224,1.0,5,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.5,0.224,1.0,5,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.5,0.224,0.5,3,1.848,0.152,EC
2.0,0.34502,ed,gs,hs,0.5,0.224,0.5,3,1.848,0.152,EC
4.0,0.14488,ed,gs,hs,0.5,0.224,0.5,3,1.848,0.152,EC
10.0,0.0011,ed,gs,hs,0.5,0.224,0.5,3,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.5,0.224,0.5,3,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.5,0.224,0.5,3,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.5,0.224,0.5,3,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.5,0.224,0.5,3,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.5,0.224,0.5,3,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.5,0.224,0.5,3,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
2.0,0.44644,ed,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
4.0,0.21436,ed,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
10.0,0.0045,ed,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.75,0.224,1.0,5,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.75,0.224,0.224,7,1.848,0.152,EC
2.0,0.57232,ed,gs,hs,0.75,0.224,0.224,7,1.848,0.152,EC
4.0,0.289,ed,gs,hs,0.75,0.224,0.224,7,1.848,0.152,EC
10.0,0.0043,ed,gs,hs,0.75,0.224,0.224,7,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.75,0.224,0.224,7,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.75,0.224,0.224,7,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.75,0.224,0.224,7,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.75,0.224,0.224,7,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.75,0.224,0.224,7,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.75,0.224,0.224,7,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
2.0,0.3572,ed,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
4.0,0.14564,ed,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
10.0,0.0011,ed,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.75,0.224,0.5,3,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
2.0,0.44222,ed,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
4.0,0.20864,ed,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
10.0,0.0044,ed,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.5,0.224,0.75,5,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
2.0,0.44722,ed,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
4.0,0.23964,ed,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
10.0,0.005,ed,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.25,0.224,1.0,5,1.848,0.152,EC
1.0,1.0,es,gs,hs,0.0,0.224,0.224,3,1.848,0.152,EC
2.0,0.01408,es,gs,hs,0.0,0.224,0.224,3,1.848,0.152,EC
4.0,0.0,es,gs,hs,0.0,0.224,0.224,3,1.848,0.152,EC
10.0,0.0,es,gs,hs,0.0,0.224,0.224,3,1.848,0.152,EC
21.0,0.0,es,gs,hs,0.0,0.224,0.224,3,1.848,0.152,EC
46.0,0.0,es,gs,hs,0.0,0.224,0.224,3,1.848,0.152,EC
100.0,0.0,es,gs,hs,0.0,0.224,0.224,3,1.848,0.152,EC
215.0,0.0,es,gs,hs,0.0,0.224,0.224,3,1.848,0.152,EC
464.0,0.0,es,gs,hs,0.0,0.224,0.224,3,1.848,0.152,EC
1000.0,0.0,es,gs,hs,0.0,0.224,0.224,3,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
2.0,0.33618,ed,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
4.0,0.14064,ed,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
10.0,0.0018,ed,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
21.0,0.0,ed,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
46.0,0.0,ed,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
100.0,0.0,ed,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
215.0,0.0,ed,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
464.0,0.0,ed,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
1000.0,0.0,ed,gs,hs,0.25,0.224,0.5,3,1.848,0.152,EC
1.0,1.0,ed,gs,hs,0.5,0.224,0.224,7,1.848,0.152,EC
2.0,0.5494,ed,gs,hs,0.5,0.224,0.224,7,1.848,0.152,EC
