N,NPfix
1.0,1.0
2.0,0.66864
4.0,0.37516
10.0,0.0214
21.0,0.04473
46.0,0.33442
100.0,1.546
215.0,4.52145
464.0,11.869119999999999
1000.0,28.080000000000002
