N,NPfix,envs,germs,hards,pA,pGermBH,pGermWT,bankLength,wB
166.0,0.0,es,gs,hs,0.5,0.2,1.0,5,0.75
464.0,0.0,es,gs,hs,0.5,0.2,1.0,5,0.75
1291.0,0.0,es,gs,hs,0.5,0.2,1.0,5,0.75
3593.0,0.0,es,gs,hs,0.5,0.2,1.0,5,0.75
10000.0,0.0,es,gs,hs,0.5,0.2,1.0,5,0.75
1.0,1.0,es,gs,hs,0.0,0.1,1.0,5,0.75
2.0,0.171692,es,gs,hs,0.0,0.1,1.0,5,0.75
7.0,0.00014,es,gs,hs,0.0,0.1,1.0,5,0.75
21.0,0.0,es,gs,hs,0.0,0.1,1.0,5,0.75
59.0,0.0,es,gs,hs,0.0,0.1,1.0,5,0.75
166.0,0.0,es,gs,hs,0.0,0.1,1.0,5,0.75
464.0,0.0,es,gs,hs,0.0,0.1,1.0,5,0.75
1291.0,0.0,es,gs,hs,0.0,0.1,1.0,5,0.75
3593.0,0.0,es,gs,hs,0.0,0.1,1.0,5,0.75
10000.0,0.0,es,gs,hs,0.0,0.1,1.0,5,0.75
1.0,1.0,es,gs,hs,0.25,0.5,1.0,5,0.95
2.0,0.679718,es,gs,hs,0.25,0.5,1.0,5,0.95
7.0,0.177898,es,gs,hs,0.25,0.5,1.0,5,0.95
21.0,0.000987,es,gs,hs,0.25,0.5,1.0,5,0.95
59.0,0.062776,es,gs,hs,0.25,0.5,1.0,5,0.95
166.0,0.053452,es,gs,hs,0.25,0.5,1.0,5,0.95
464.0,0.000464,es,gs,hs,0.25,0.5,1.0,5,0.95
1291.0,0.0,es,gs,hs,0.25,0.5,1.0,5,0.95
3593.0,0.0,es,gs,hs,0.25,0.5,1.0,5,0.95
10000.0,0.0,es,gs,hs,0.25,0.5,1.0,5,0.95
1.0,1.0,es,gs,hs,1.0,0.5,0.8,5,0.75
2.0,0.915166,es,gs,hs,1.0,0.5,0.8,5,0.75
7.0,0.627578,es,gs,hs,1.0,0.5,0.8,5,0.75
21.0,0.479346,es,gs,hs,1.0,0.5,0.8,5,0.75
59.0,0.261193,es,gs,hs,1.0,0.5,0.8,5,0.75
166.0,0.027888,es,gs,hs,1.0,0.5,0.8,5,0.75
464.0,0.0,es,gs,hs,1.0,0.5,0.8,5,0.75
1291.0,0.0,es,gs,hs,1.0,0.5,0.8,5,0.75
3593.0,0.0,es,gs,hs,1.0,0.5,0.8,5,0.75
10000.0,0.0,es,gs,hs,1.0,0.5,0.8,5,0.75
1.0,1.0,es,gs,hs,1.0,0.1,0.7,5,0.75
2.0,0.343866,es,gs,hs,1.0,0.1,0.7,5,0.75
7.0,0.0012389999999999,es,gs,hs,1.0,0.1,0.7,5,0.75
21.0,0.0,es,gs,hs,1.0,0.1,0.7,5,0.75
59.0,0.0,es,gs,hs,1.0,0.1,0.7,5,0.75
166.0,0.0,es,gs,hs,1.0,0.1,0.7,5,0.75
464.0,0.0,es,gs,hs,1.0,0.1,0.7,5,0.75
1291.0,0.0,es,gs,hs,1.0,0.1,0.7,5,0.75
3593.0,0.0,es,gs,hs,1.0,0.1,0.7,5,0.75
10000.0,0.0,es,gs,hs,1.0,0.1,0.7,5,0.75
1.0,1.0,es,gs,hs,0.0,0.2,0.9,5,0.85
2.0,0.36227,es,gs,hs,0.0,0.2,0.9,5,0.85
7.0,0.001036,es,gs,hs,0.0,0.2,0.9,5,0.85
21.0,0.0,es,gs,hs,0.0,0.2,0.9,5,0.85
59.0,0.0,es,gs,hs,0.0,0.2,0.9,5,0.85
166.0,0.0,es,gs,hs,0.0,0.2,0.9,5,0.85
464.0,0.0,es,gs,hs,0.0,0.2,0.9,5,0.85
1291.0,0.0,es,gs,hs,0.0,0.2,0.9,5,0.85
3593.0,0.0,es,gs,hs,0.0,0.2,0.9,5,0.85
10000.0,0.0,es,gs,hs,0.0,0.2,0.9,5,0.85
1.0,1.0,es,gs,ss,0.25,0.7,1.0,5,0.99
2.0,0.806228,es,gs,ss,0.25,0.7,1.0,5,0.99
7.0,0.721651,es,gs,ss,0.25,0.7,1.0,5,0.99
21.0,0.6915929999999999,es,gs,ss,0.25,0.7,1.0,5,0.99
1.0,1.0,es,gs,hs,0.5,0.3,1.0,5,0.9
2.0,0.637918,es,gs,hs,0.5,0.3,1.0,5,0.9
7.0,0.036498,es,gs,hs,0.5,0.3,1.0,5,0.9
21.0,2.1e-05,es,gs,hs,0.5,0.3,1.0,5,0.9
59.0,0.000354,es,gs,hs,0.5,0.3,1.0,5,0.9
166.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.9
464.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.9
1291.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.9
3593.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.9
10000.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.9
1.0,1.0,es,gs,hs,0.75,0.3,1.0,5,0.95
2.0,0.692894,es,gs,hs,0.75,0.3,1.0,5,0.95
7.0,0.06111,es,gs,hs,0.75,0.3,1.0,5,0.95
21.0,0.0216719999999999,es,gs,hs,0.75,0.3,1.0,5,0.95
59.0,0.0,es,gs,hs,0.75,0.3,1.0,5,0.95
166.0,0.0,es,gs,hs,0.75,0.3,1.0,5,0.95
464.0,0.0,es,gs,hs,0.75,0.3,1.0,5,0.95
1291.0,0.0,es,gs,hs,0.75,0.3,1.0,5,0.95
3593.0,0.0,es,gs,hs,0.75,0.3,1.0,5,0.95
10000.0,0.0,es,gs,hs,0.75,0.3,1.0,5,0.95
1.0,1.0,es,gs,hs,0.0,0.7,0.8,5,0.99
2.0,0.655308,es,gs,hs,0.0,0.7,0.8,5,0.99
7.0,0.259784,es,gs,hs,0.0,0.7,0.8,5,0.99
21.0,0.004851,es,gs,hs,0.0,0.7,0.8,5,0.99
59.0,0.0,es,gs,hs,0.0,0.7,0.8,5,0.99
166.0,0.0,es,gs,hs,0.0,0.7,0.8,5,0.99
464.0,0.0,es,gs,hs,0.0,0.7,0.8,5,0.99
1291.0,0.0,es,gs,hs,0.0,0.7,0.8,5,0.99
3593.0,0.0,es,gs,hs,0.0,0.7,0.8,5,0.99
10000.0,0.0,es,gs,hs,0.0,0.7,0.8,5,0.99
1.0,1.0,es,gs,ss,0.0,0.4,1.0,5,0.85
2.0,0.582796,es,gs,ss,0.0,0.4,1.0,5,0.85
7.0,0.2450629999999999,es,gs,ss,0.0,0.4,1.0,5,0.85
21.0,0.054621,es,gs,ss,0.0,0.4,1.0,5,0.85
59.0,0.000885,es,gs,ss,0.0,0.4,1.0,5,0.85
166.0,0.0,es,gs,ss,0.0,0.4,1.0,5,0.85
464.0,0.0,es,gs,ss,0.0,0.4,1.0,5,0.85
1291.0,0.0,es,gs,ss,0.0,0.4,1.0,5,0.85
3593.0,0.0,es,gs,ss,0.0,0.4,1.0,5,0.85
10000.0,0.0,es,gs,ss,0.0,0.4,1.0,5,0.85
1.0,1.0,es,gs,hs,0.5,0.3,1.0,5,0.8
2.0,0.61275,es,gs,hs,0.5,0.3,1.0,5,0.8
7.0,0.032165,es,gs,hs,0.5,0.3,1.0,5,0.8
21.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.8
59.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.8
166.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.8
464.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.8
1291.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.8
3593.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.8
10000.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.8
1.0,1.0,es,gs,ss,0.25,0.5,0.7,5,0.75
2.0,1.134102,es,gs,ss,0.25,0.5,0.7,5,0.75
7.0,0.6235390000000001,es,gs,ss,0.25,0.5,0.7,5,0.75
21.0,0.402759,es,gs,ss,0.25,0.5,0.7,5,0.75
59.0,0.110743,es,gs,ss,0.25,0.5,0.7,5,0.75
166.0,0.001328,es,gs,ss,0.25,0.5,0.7,5,0.75
464.0,0.0,es,gs,ss,0.25,0.5,0.7,5,0.75
1291.0,0.0,es,gs,ss,0.25,0.5,0.7,5,0.75
3593.0,0.0,es,gs,ss,0.25,0.5,0.7,5,0.75
10000.0,0.0,es,gs,ss,0.25,0.5,0.7,5,0.75
1.0,1.0,es,gs,hs,1.0,0.3,1.0,5,0.99
2.0,0.723532,es,gs,hs,1.0,0.3,1.0,5,0.99
7.0,0.154084,es,gs,hs,1.0,0.3,1.0,5,0.99
21.0,0.011718,es,gs,hs,1.0,0.3,1.0,5,0.99
59.0,0.0,es,gs,hs,1.0,0.3,1.0,5,0.99
166.0,0.0,es,gs,hs,1.0,0.3,1.0,5,0.99
464.0,0.0,es,gs,hs,1.0,0.3,1.0,5,0.99
1291.0,0.0,es,gs,hs,1.0,0.3,1.0,5,0.99
3593.0,0.0,es,gs,hs,1.0,0.3,1.0,5,0.99
10000.0,0.0,es,gs,hs,1.0,0.3,1.0,5,0.99
1.0,1.0,es,gs,hs,1.0,0.9,0.7,5,0.75
2.0,0.991488,es,gs,hs,1.0,0.9,0.7,5,0.75
7.0,1.211287,es,gs,hs,1.0,0.9,0.7,5,0.75
21.0,1.221171,es,gs,hs,1.0,0.9,0.7,5,0.75
59.0,1.2441330000000002,es,gs,hs,1.0,0.9,0.7,5,0.75
166.0,1.319036,es,gs,hs,1.0,0.9,0.7,5,0.75
464.0,1.540016,es,gs,hs,1.0,0.9,0.7,5,0.75
1291.0,2.294107,es,gs,hs,1.0,0.9,0.7,5,0.75
3593.0,4.951154000000001,es,gs,hs,1.0,0.9,0.7,5,0.75
10000.0,13.53,es,gs,hs,1.0,0.9,0.7,5,0.75
1.0,1.0,es,gs,ss,0.25,0.1,0.8,5,0.75
2.0,0.263458,es,gs,ss,0.25,0.1,0.8,5,0.75
7.0,7.7e-05,es,gs,ss,0.25,0.1,0.8,5,0.75
21.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.75
59.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.75
166.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.75
464.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.75
1291.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.75
3593.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.75
10000.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.75
1.0,1.0,es,gs,ss,0.0,0.7,0.9,5,0.75
2.0,0.980236,es,gs,ss,0.0,0.7,0.9,5,0.75
7.0,0.801185,es,gs,ss,0.0,0.7,0.9,5,0.75
21.0,0.760305,es,gs,ss,0.0,0.7,0.9,5,0.75
59.0,0.72098,es,gs,ss,0.0,0.7,0.9,5,0.75
166.0,0.646902,es,gs,ss,0.0,0.7,0.9,5,0.75
464.0,0.47328,es,gs,ss,0.0,0.7,0.9,5,0.75
1291.0,0.157502,es,gs,ss,0.0,0.7,0.9,5,0.75
3593.0,0.007186,es,gs,ss,0.0,0.7,0.9,5,0.75
10000.0,0.0,es,gs,ss,0.0,0.7,0.9,5,0.75
1.0,1.0,es,gs,hs,0.0,0.3,0.7,5,0.99
2.0,0.570192,es,gs,hs,0.0,0.3,0.7,5,0.99
7.0,0.010465,es,gs,hs,0.0,0.3,0.7,5,0.99
21.0,0.0,es,gs,hs,0.0,0.3,0.7,5,0.99
59.0,0.0,es,gs,hs,0.0,0.3,0.7,5,0.99
166.0,0.0,es,gs,hs,0.0,0.3,0.7,5,0.99
464.0,0.0,es,gs,hs,0.0,0.3,0.7,5,0.99
1291.0,0.0,es,gs,hs,0.0,0.3,0.7,5,0.99
3593.0,0.0,es,gs,hs,0.0,0.3,0.7,5,0.99
10000.0,0.0,es,gs,hs,0.0,0.3,0.7,5,0.99
1.0,1.0,es,gs,hs,0.0,0.9,1.0,5,0.75
2.0,0.425582,es,gs,hs,0.0,0.9,1.0,5,0.75
7.0,0.035448,es,gs,hs,0.0,0.9,1.0,5,0.75
21.0,2.1e-05,es,gs,hs,0.0,0.9,1.0,5,0.75
59.0,0.0,es,gs,hs,0.0,0.9,1.0,5,0.75
166.0,0.0,es,gs,hs,0.0,0.9,1.0,5,0.75
464.0,0.0,es,gs,hs,0.0,0.9,1.0,5,0.75
1291.0,0.0,es,gs,hs,0.0,0.9,1.0,5,0.75
3593.0,0.0,es,gs,hs,0.0,0.9,1.0,5,0.75
10000.0,0.0,es,gs,hs,0.0,0.9,1.0,5,0.75
1.0,1.0,es,gs,hs,0.75,1.0,1.0,5,0.95
2.0,0.786178,es,gs,hs,0.75,1.0,1.0,5,0.95
7.0,0.90895,es,gs,hs,0.75,1.0,1.0,5,0.95
21.0,1.001469,es,gs,hs,0.75,1.0,1.0,5,0.95
59.0,1.003531,es,gs,hs,0.75,1.0,1.0,5,0.95
166.0,1.003968,es,gs,hs,0.75,1.0,1.0,5,0.95
464.0,0.998064,es,gs,hs,0.75,1.0,1.0,5,0.95
1291.0,1.021181,es,gs,hs,0.75,1.0,1.0,5,0.95
3593.0,0.923401,es,gs,hs,0.75,1.0,1.0,5,0.95
10000.0,1.2899999999999998,es,gs,hs,0.75,1.0,1.0,5,0.95
1.0,1.0,es,gs,hs,0.5,0.7,0.9,5,0.8
2.0,0.709266,es,gs,hs,0.5,0.7,0.9,5,0.8
7.0,0.503965,es,gs,hs,0.5,0.7,0.9,5,0.8
21.0,0.0929879999999999,es,gs,hs,0.5,0.7,0.9,5,0.8
59.0,0.025016,es,gs,hs,0.5,0.7,0.9,5,0.8
166.0,0.384124,es,gs,hs,0.5,0.7,0.9,5,0.8
464.0,1.229136,es,gs,hs,0.5,0.7,0.9,5,0.8
1291.0,3.3462720000000004,es,gs,hs,0.5,0.7,0.9,5,0.8
3593.0,9.295091,es,gs,hs,0.5,0.7,0.9,5,0.8
10000.0,26.17,es,gs,hs,0.5,0.7,0.9,5,0.8
1.0,1.0,es,gs,ss,0.0,0.9,0.7,5,0.95
2.0,1.413126,es,gs,ss,0.0,0.9,0.7,5,0.95
7.0,1.427685,es,gs,ss,0.0,0.9,0.7,5,0.95
21.0,1.337973,es,gs,ss,0.0,0.9,0.7,5,0.95
59.0,1.374169,es,gs,ss,0.0,0.9,0.7,5,0.95
166.0,1.524378,es,gs,ss,0.0,0.9,0.7,5,0.95
464.0,1.95808,es,gs,ss,0.0,0.9,0.7,5,0.95
1291.0,3.430187,es,gs,ss,0.0,0.9,0.7,5,0.95
3593.0,8.375283000000001,es,gs,ss,0.0,0.9,0.7,5,0.95
1.0,1.0,es,gs,hs,0.5,0.0,0.7,5,0.99
2.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.99
7.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.99
21.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.99
59.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.99
166.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.99
464.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.99
1291.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.99
3593.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.99
10000.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.99
1.0,1.0,es,gs,hs,0.25,0.9,0.9,5,0.99
2.0,0.69758,es,gs,hs,0.25,0.9,0.9,5,0.99
7.0,0.6305390000000001,es,gs,hs,0.25,0.9,0.9,5,0.99
21.0,0.780003,es,gs,hs,0.25,0.9,0.9,5,0.99
59.0,0.8827579999999999,es,gs,hs,0.25,0.9,0.9,5,0.99
166.0,0.429774,es,gs,hs,0.25,0.9,0.9,5,0.99
464.0,0.442656,es,gs,hs,0.25,0.9,0.9,5,0.99
1291.0,0.370517,es,gs,hs,0.25,0.9,0.9,5,0.99
3593.0,0.3593,es,gs,hs,0.25,0.9,0.9,5,0.99
10000.0,0.33,es,gs,hs,0.25,0.9,0.9,5,0.99
1.0,1.0,es,gs,hs,1.0,1.0,1.0,5,0.99
2.0,0.850856,es,gs,hs,1.0,1.0,1.0,5,0.99
7.0,0.989821,es,gs,hs,1.0,1.0,1.0,5,0.99
21.0,0.996576,es,gs,hs,1.0,1.0,1.0,5,0.99
59.0,0.989253,es,gs,hs,1.0,1.0,1.0,5,0.99
166.0,1.009944,es,gs,hs,1.0,1.0,1.0,5,0.99
464.0,1.02312,es,gs,hs,1.0,1.0,1.0,5,0.99
1291.0,0.948885,es,gs,hs,1.0,1.0,1.0,5,0.99
3593.0,1.067121,es,gs,hs,1.0,1.0,1.0,5,0.99
10000.0,0.95,es,gs,hs,1.0,1.0,1.0,5,0.99
1.0,1.0,es,gs,hs,0.25,0.4,0.8,5,0.85
2.0,0.626204,es,gs,hs,0.25,0.4,0.8,5,0.85
7.0,0.045787,es,gs,hs,0.25,0.4,0.8,5,0.85
21.0,2.1e-05,es,gs,hs,0.25,0.4,0.8,5,0.85
59.0,0.0,es,gs,hs,0.25,0.4,0.8,5,0.85
166.0,0.0,es,gs,hs,0.25,0.4,0.8,5,0.85
464.0,0.0,es,gs,hs,0.25,0.4,0.8,5,0.85
1291.0,0.0,es,gs,hs,0.25,0.4,0.8,5,0.85
3593.0,0.0,es,gs,hs,0.25,0.4,0.8,5,0.85
10000.0,0.0,es,gs,hs,0.25,0.4,0.8,5,0.85
1.0,1.0,es,gs,hs,1.0,0.7,0.9,5,0.95
2.0,0.89479,es,gs,hs,1.0,0.7,0.9,5,0.95
7.0,0.914242,es,gs,hs,1.0,0.7,0.9,5,0.95
21.0,0.794115,es,gs,hs,1.0,0.7,0.9,5,0.95
59.0,0.819746,es,gs,hs,1.0,0.7,0.9,5,0.95
166.0,0.7644299999999999,es,gs,hs,1.0,0.7,0.9,5,0.95
464.0,0.61248,es,gs,hs,1.0,0.7,0.9,5,0.95
1291.0,0.3730989999999999,es,gs,hs,1.0,0.7,0.9,5,0.95
3593.0,0.053895,es,gs,hs,1.0,0.7,0.9,5,0.95
10000.0,0.0,es,gs,hs,1.0,0.7,0.9,5,0.95
1.0,1.0,es,gs,hs,0.25,0.0,0.7,5,0.85
2.0,0.0,es,gs,hs,0.25,0.0,0.7,5,0.85
7.0,0.0,es,gs,hs,0.25,0.0,0.7,5,0.85
21.0,0.0,es,gs,hs,0.25,0.0,0.7,5,0.85
59.0,0.0,es,gs,hs,0.25,0.0,0.7,5,0.85
166.0,0.0,es,gs,hs,0.25,0.0,0.7,5,0.85
464.0,0.0,es,gs,hs,0.25,0.0,0.7,5,0.85
1291.0,0.0,es,gs,hs,0.25,0.0,0.7,5,0.85
3593.0,0.0,es,gs,hs,0.25,0.0,0.7,5,0.85
10000.0,0.0,es,gs,hs,0.25,0.0,0.7,5,0.85
1.0,1.0,es,gs,hs,0.5,0.5,0.7,5,0.8
2.0,0.750288,es,gs,hs,0.5,0.5,0.7,5,0.8
7.0,0.218701,es,gs,hs,0.5,0.5,0.7,5,0.8
21.0,0.00504,es,gs,hs,0.5,0.5,0.7,5,0.8
59.0,0.095167,es,gs,hs,0.5,0.5,0.7,5,0.8
166.0,0.072874,es,gs,hs,0.5,0.5,0.7,5,0.8
464.0,0.001392,es,gs,hs,0.5,0.5,0.7,5,0.8
1291.0,0.0,es,gs,hs,0.5,0.5,0.7,5,0.8
3593.0,0.0,es,gs,hs,0.5,0.5,0.7,5,0.8
10000.0,0.0,es,gs,hs,0.5,0.5,0.7,5,0.8
1.0,1.0,es,gs,hs,0.5,0.4,0.8,5,0.99
2.0,0.765582,es,gs,hs,0.5,0.4,0.8,5,0.99
7.0,0.15071,es,gs,hs,0.5,0.4,0.8,5,0.99
21.0,0.142086,es,gs,hs,0.5,0.4,0.8,5,0.99
59.0,0.009263,es,gs,hs,0.5,0.4,0.8,5,0.99
166.0,0.0,es,gs,hs,0.5,0.4,0.8,5,0.99
464.0,0.0,es,gs,hs,0.5,0.4,0.8,5,0.99
1291.0,0.0,es,gs,hs,0.5,0.4,0.8,5,0.99
3593.0,0.0,es,gs,hs,0.5,0.4,0.8,5,0.99
10000.0,0.0,es,gs,hs,0.5,0.4,0.8,5,0.99
1.0,1.0,es,gs,hs,1.0,1.0,0.8,5,0.8
2.0,0.946398,es,gs,hs,1.0,1.0,0.8,5,0.8
7.0,1.154783,es,gs,hs,1.0,1.0,0.8,5,0.8
21.0,1.184337,es,gs,hs,1.0,1.0,0.8,5,0.8
59.0,1.191505,es,gs,hs,1.0,1.0,0.8,5,0.8
166.0,1.177604,es,gs,hs,1.0,1.0,0.8,5,0.8
464.0,1.237488,es,gs,hs,1.0,1.0,0.8,5,0.8
1291.0,1.250979,es,gs,hs,1.0,1.0,0.8,5,0.8
3593.0,1.426421,es,gs,hs,1.0,1.0,0.8,5,0.8
10000.0,1.74,es,gs,hs,1.0,1.0,0.8,5,0.8
1.0,1.0,es,gs,ss,0.25,0.0,0.8,5,0.9
2.0,0.0,es,gs,ss,0.25,0.0,0.8,5,0.9
7.0,0.0,es,gs,ss,0.25,0.0,0.8,5,0.9
21.0,0.0,es,gs,ss,0.25,0.0,0.8,5,0.9
59.0,0.0,es,gs,ss,0.25,0.0,0.8,5,0.9
166.0,0.0,es,gs,ss,0.25,0.0,0.8,5,0.9
464.0,0.0,es,gs,ss,0.25,0.0,0.8,5,0.9
1291.0,0.0,es,gs,ss,0.25,0.0,0.8,5,0.9
3593.0,0.0,es,gs,ss,0.25,0.0,0.8,5,0.9
10000.0,0.0,es,gs,ss,0.25,0.0,0.8,5,0.9
1.0,1.0,es,gs,hs,0.5,0.9,0.9,5,0.85
2.0,0.717144,es,gs,hs,0.5,0.9,0.9,5,0.85
7.0,0.660191,es,gs,hs,0.5,0.9,0.9,5,0.85
21.0,0.772926,es,gs,hs,0.5,0.9,0.9,5,0.85
59.0,0.720036,es,gs,hs,0.5,0.9,0.9,5,0.85
166.0,0.295646,es,gs,hs,0.5,0.9,0.9,5,0.85
464.0,0.420384,es,gs,hs,0.5,0.9,0.9,5,0.85
1291.0,0.395046,es,gs,hs,0.5,0.9,0.9,5,0.85
3593.0,0.459904,es,gs,hs,0.5,0.9,0.9,5,0.85
10000.0,0.42,es,gs,hs,0.5,0.9,0.9,5,0.85
1.0,1.0,es,gs,hs,0.75,0.7,0.9,5,0.99
2.0,0.840688,es,gs,hs,0.75,0.7,0.9,5,0.99
7.0,0.8969309999999999,es,gs,hs,0.75,0.7,0.9,5,0.99
21.0,0.7326480000000001,es,gs,hs,0.75,0.7,0.9,5,0.99
59.0,0.722337,es,gs,hs,0.75,0.7,0.9,5,0.99
166.0,0.6889,es,gs,hs,0.75,0.7,0.9,5,0.99
464.0,0.554016,es,gs,hs,0.75,0.7,0.9,5,0.99
1291.0,0.327914,es,gs,hs,0.75,0.7,0.9,5,0.99
3593.0,0.046709,es,gs,hs,0.75,0.7,0.9,5,0.99
10000.0,0.0,es,gs,hs,0.75,0.7,0.9,5,0.99
1.0,1.0,es,gs,hs,0.0,1.0,0.7,5,0.99
2.0,0.661756,es,gs,hs,0.0,1.0,0.7,5,0.99
7.0,0.416759,es,gs,hs,0.0,1.0,0.7,5,0.99
21.0,0.272475,es,gs,hs,0.0,1.0,0.7,5,0.99
59.0,0.153813,es,gs,hs,0.0,1.0,0.7,5,0.99
166.0,0.02905,es,gs,hs,0.0,1.0,0.7,5,0.99
464.0,0.0,es,gs,hs,0.0,1.0,0.7,5,0.99
1291.0,0.0,es,gs,hs,0.0,1.0,0.7,5,0.99
3593.0,0.0,es,gs,hs,0.0,1.0,0.7,5,0.99
10000.0,0.0,es,gs,hs,0.0,1.0,0.7,5,0.99
1.0,1.0,es,gs,hs,0.5,0.7,1.0,5,0.9
2.0,0.724532,es,gs,hs,0.5,0.7,1.0,5,0.9
7.0,0.657251,es,gs,hs,0.5,0.7,1.0,5,0.9
21.0,0.313257,es,gs,hs,0.5,0.7,1.0,5,0.9
59.0,0.54811,es,gs,hs,0.5,0.7,1.0,5,0.9
166.0,0.622168,es,gs,hs,0.5,0.7,1.0,5,0.9
464.0,0.892272,es,gs,hs,0.5,0.7,1.0,5,0.9
1291.0,1.834511,es,gs,hs,0.5,0.7,1.0,5,0.9
3593.0,5.06613,es,gs,hs,0.5,0.7,1.0,5,0.9
10000.0,14.77,es,gs,hs,0.5,0.7,1.0,5,0.9
1.0,1.0,es,gs,ss,0.0,0.5,1.0,5,0.95
2.0,0.668466,es,gs,ss,0.0,0.5,1.0,5,0.95
7.0,0.4416509999999999,es,gs,ss,0.0,0.5,1.0,5,0.95
21.0,0.289422,es,gs,ss,0.0,0.5,1.0,5,0.95
59.0,0.08732,es,gs,ss,0.0,0.5,1.0,5,0.95
166.0,0.000664,es,gs,ss,0.0,0.5,1.0,5,0.95
464.0,0.0,es,gs,ss,0.0,0.5,1.0,5,0.95
1291.0,0.0,es,gs,ss,0.0,0.5,1.0,5,0.95
3593.0,0.0,es,gs,ss,0.0,0.5,1.0,5,0.95
10000.0,0.0,es,gs,ss,0.0,0.5,1.0,5,0.95
1.0,1.0,es,gs,hs,0.75,0.2,1.0,5,0.85
2.0,0.532716,es,gs,hs,0.75,0.2,1.0,5,0.85
7.0,0.008043,es,gs,hs,0.75,0.2,1.0,5,0.85
21.0,0.0,es,gs,hs,0.75,0.2,1.0,5,0.85
59.0,0.0,es,gs,hs,0.75,0.2,1.0,5,0.85
166.0,0.0,es,gs,hs,0.75,0.2,1.0,5,0.85
464.0,0.0,es,gs,hs,0.75,0.2,1.0,5,0.85
1291.0,0.0,es,gs,hs,0.75,0.2,1.0,5,0.85
3593.0,0.0,es,gs,hs,0.75,0.2,1.0,5,0.85
10000.0,0.0,es,gs,hs,0.75,0.2,1.0,5,0.85
1.0,1.0,es,gs,hs,0.5,0.6,0.7,5,0.75
2.0,0.736218,es,gs,hs,0.5,0.6,0.7,5,0.75
7.0,0.316323,es,gs,hs,0.5,0.6,0.7,5,0.75
21.0,0.009261,es,gs,hs,0.5,0.6,0.7,5,0.75
59.0,0.000826,es,gs,hs,0.5,0.6,0.7,5,0.75
166.0,0.02822,es,gs,hs,0.5,0.6,0.7,5,0.75
464.0,0.162864,es,gs,hs,0.5,0.6,0.7,5,0.75
1291.0,0.433776,es,gs,hs,0.5,0.6,0.7,5,0.75
3593.0,1.124609,es,gs,hs,0.5,0.6,0.7,5,0.75
10000.0,3.07,es,gs,hs,0.5,0.6,0.7,5,0.75
1.0,1.0,es,gs,hs,0.5,0.2,0.8,5,0.75
2.0,0.481586,es,gs,hs,0.5,0.2,0.8,5,0.75
7.0,0.006783,es,gs,hs,0.5,0.2,0.8,5,0.75
21.0,0.0,es,gs,hs,0.5,0.2,0.8,5,0.75
59.0,0.0,es,gs,hs,0.5,0.2,0.8,5,0.75
166.0,0.0,es,gs,hs,0.5,0.2,0.8,5,0.75
464.0,0.0,es,gs,hs,0.5,0.2,0.8,5,0.75
1291.0,0.0,es,gs,hs,0.5,0.2,0.8,5,0.75
3593.0,0.0,es,gs,hs,0.5,0.2,0.8,5,0.75
10000.0,0.0,es,gs,hs,0.5,0.2,0.8,5,0.75
1.0,1.0,es,gs,hs,0.75,0.1,0.9,5,0.75
2.0,0.298818,es,gs,hs,0.75,0.1,0.9,5,0.75
7.0,0.0014,es,gs,hs,0.75,0.1,0.9,5,0.75
21.0,0.0,es,gs,hs,0.75,0.1,0.9,5,0.75
59.0,0.0,es,gs,hs,0.75,0.1,0.9,5,0.75
166.0,0.0,es,gs,hs,0.75,0.1,0.9,5,0.75
464.0,0.0,es,gs,hs,0.75,0.1,0.9,5,0.75
1291.0,0.0,es,gs,hs,0.75,0.1,0.9,5,0.75
3593.0,0.0,es,gs,hs,0.75,0.1,0.9,5,0.75
10000.0,0.0,es,gs,hs,0.75,0.1,0.9,5,0.75
1.0,1.0,es,gs,hs,0.25,0.5,0.8,5,0.95
