N,NPfix,fits,germs,hards,pGermBH,pGermWT,bankLength,fmean,fvar
215.0,19.78,fd,gs,ss,0.9,0.6,3,1.1,0.05
464.0,42.45136,fd,gs,ss,0.9,0.6,3,1.1,0.05
1000.0,92.04,fd,gs,ss,0.9,0.6,3,1.1,0.05
1.0,1.0,fd,gs,hs,0.6,0.5,5,1.0,0.01
2.0,0.71852,fd,gs,hs,0.6,0.5,5,1.0,0.01
4.0,0.45748,fd,gs,hs,0.6,0.5,5,1.0,0.01
10.0,0.0689,fd,gs,hs,0.6,0.5,5,1.0,0.01
21.0,0.00021,fd,gs,hs,0.6,0.5,5,1.0,0.01
46.0,0.0,fd,gs,hs,0.6,0.5,5,1.0,0.01
100.0,0.0,fd,gs,hs,0.6,0.5,5,1.0,0.01
215.0,0.0,fd,gs,hs,0.6,0.5,5,1.0,0.01
464.0,0.0,fd,gs,hs,0.6,0.5,5,1.0,0.01
1000.0,0.0,fd,gs,hs,0.6,0.5,5,1.0,0.01
1.0,1.0,fd,gs,ss,0.8,0.8,7,1.1,0.05
2.0,1.21122,fd,gs,ss,0.8,0.8,7,1.1,0.05
4.0,1.15088,fd,gs,ss,0.8,0.8,7,1.1,0.05
10.0,1.0189,fd,gs,ss,0.8,0.8,7,1.1,0.05
21.0,0.99162,fd,gs,ss,0.8,0.8,7,1.1,0.05
46.0,1.00464,fd,gs,ss,0.8,0.8,7,1.1,0.05
100.0,0.941,fd,gs,ss,0.8,0.8,7,1.1,0.05
215.0,0.99115,fd,gs,ss,0.8,0.8,7,1.1,0.05
464.0,0.928,fd,gs,ss,0.8,0.8,7,1.1,0.05
1000.0,0.95,fd,gs,ss,0.8,0.8,7,1.1,0.05
1.0,1.0,fd,gs,ss,0.9,0.6,3,1.0,0.05
2.0,1.53084,fd,gs,ss,0.9,0.6,3,1.0,0.05
4.0,1.89396,fd,gs,ss,0.9,0.6,3,1.0,0.05
10.0,2.05,fd,gs,ss,0.9,0.6,3,1.0,0.05
21.0,2.69031,fd,gs,ss,0.9,0.6,3,1.0,0.05
46.0,4.558599999999999,fd,gs,ss,0.9,0.6,3,1.0,0.05
100.0,9.037,fd,gs,ss,0.9,0.6,3,1.0,0.05
215.0,19.4876,fd,gs,ss,0.9,0.6,3,1.0,0.05
464.0,42.36784,fd,gs,ss,0.9,0.6,3,1.0,0.05
1000.0,92.08,fd,gs,ss,0.9,0.6,3,1.0,0.05
1.0,1.0,fd,gs,hs,0.6,0.5,5,1.1,0.01
2.0,0.79994,fd,gs,hs,0.6,0.5,5,1.1,0.01
4.0,0.64216,fd,gs,hs,0.6,0.5,5,1.1,0.01
10.0,0.2498999999999999,fd,gs,hs,0.6,0.5,5,1.1,0.01
21.0,0.16527,fd,gs,hs,0.6,0.5,5,1.1,0.01
46.0,1.02074,fd,gs,hs,0.6,0.5,5,1.1,0.01
100.0,2.317,fd,gs,hs,0.6,0.5,5,1.1,0.01
215.0,5.42015,fd,gs,hs,0.6,0.5,5,1.1,0.01
464.0,12.22176,fd,gs,hs,0.6,0.5,5,1.1,0.01
1000.0,26.200000000000003,fd,gs,hs,0.6,0.5,5,1.1,0.01
1.0,1.0,fd,gs,ss,0.8,0.8,7,1.0,0.05
2.0,1.2186,fd,gs,ss,0.8,0.8,7,1.0,0.05
4.0,1.14796,fd,gs,ss,0.8,0.8,7,1.0,0.05
10.0,1.0382,fd,gs,ss,0.8,0.8,7,1.0,0.05
21.0,0.99624,fd,gs,ss,0.8,0.8,7,1.0,0.05
46.0,0.99728,fd,gs,ss,0.8,0.8,7,1.0,0.05
100.0,1.028,fd,gs,ss,0.8,0.8,7,1.0,0.05
215.0,0.98685,fd,gs,ss,0.8,0.8,7,1.0,0.05
464.0,0.94192,fd,gs,ss,0.8,0.8,7,1.0,0.05
1000.0,1.08,fd,gs,ss,0.8,0.8,7,1.0,0.05
1.0,1.0,fd,gs,ss,1.0,0.6,7,0.9,0.01
2.0,1.57094,fd,gs,ss,1.0,0.6,7,0.9,0.01
4.0,2.00388,fd,gs,ss,1.0,0.6,7,0.9,0.01
10.0,1.9858,fd,gs,ss,1.0,0.6,7,0.9,0.01
21.0,1.93431,fd,gs,ss,1.0,0.6,7,0.9,0.01
46.0,1.96926,fd,gs,ss,1.0,0.6,7,0.9,0.01
100.0,2.008,fd,gs,ss,1.0,0.6,7,0.9,0.01
215.0,2.1672,fd,gs,ss,1.0,0.6,7,0.9,0.01
464.0,2.61232,fd,gs,ss,1.0,0.6,7,0.9,0.01
1000.0,3.82,fd,gs,ss,1.0,0.6,7,0.9,0.01
1.0,1.0,fs,gs,ss,0.9,0.5,5,0.9,0.01
2.0,1.64564,fs,gs,ss,0.9,0.5,5,0.9,0.01
4.0,2.27508,fs,gs,ss,0.9,0.5,5,0.9,0.01
10.0,2.4652,fs,gs,ss,0.9,0.5,5,0.9,0.01
21.0,2.90577,fs,gs,ss,0.9,0.5,5,0.9,0.01
46.0,4.42198,fs,gs,ss,0.9,0.5,5,0.9,0.01
100.0,8.505,fs,gs,ss,0.9,0.5,5,0.9,0.01
215.0,18.31155,fs,gs,ss,0.9,0.5,5,0.9,0.01
464.0,39.2544,fs,gs,ss,0.9,0.5,5,0.9,0.01
1000.0,83.56,fs,gs,ss,0.9,0.5,5,0.9,0.01
1.0,1.0,fd,gs,ss,0.9,0.7,3,1.1,0.1
2.0,1.41542,fd,gs,ss,0.9,0.7,3,1.1,0.1
4.0,1.55412,fd,gs,ss,0.9,0.7,3,1.1,0.1
10.0,1.4596,fd,gs,ss,0.9,0.7,3,1.1,0.1
21.0,1.59495,fd,gs,ss,0.9,0.7,3,1.1,0.1
46.0,1.91406,fd,gs,ss,0.9,0.7,3,1.1,0.1
100.0,2.9690000000000003,fd,gs,ss,0.9,0.7,3,1.1,0.1
215.0,5.4051,fd,gs,ss,0.9,0.7,3,1.1,0.1
464.0,11.11744,fd,gs,ss,0.9,0.7,3,1.1,0.1
1000.0,24.91,fd,gs,ss,0.9,0.7,3,1.1,0.1
1.0,1.0,fs,gs,ss,0.6,0.9,7,0.9,0.1
2.0,0.90966,fs,gs,ss,0.6,0.9,7,0.9,0.1
4.0,0.7396,fs,gs,ss,0.6,0.9,7,0.9,0.1
10.0,0.6717,fs,gs,ss,0.6,0.9,7,0.9,0.1
21.0,0.65436,fs,gs,ss,0.6,0.9,7,0.9,0.1
46.0,0.6049,fs,gs,ss,0.6,0.9,7,0.9,0.1
100.0,0.583,fs,gs,ss,0.6,0.9,7,0.9,0.1
215.0,0.59555,fs,gs,ss,0.6,0.9,7,0.9,0.1
464.0,0.4408,fs,gs,ss,0.6,0.9,7,0.9,0.1
1000.0,0.15,fs,gs,ss,0.6,0.9,7,0.9,0.1
1.0,1.0,fd,gs,ss,0.8,0.8,7,1.0,0.1
2.0,1.21298,fd,gs,ss,0.8,0.8,7,1.0,0.1
4.0,1.14776,fd,gs,ss,0.8,0.8,7,1.0,0.1
10.0,1.0242,fd,gs,ss,0.8,0.8,7,1.0,0.1
21.0,0.99855,fd,gs,ss,0.8,0.8,7,1.0,0.1
46.0,0.98302,fd,gs,ss,0.8,0.8,7,1.0,0.1
100.0,0.968,fd,gs,ss,0.8,0.8,7,1.0,0.1
215.0,1.0406,fd,gs,ss,0.8,0.8,7,1.0,0.1
464.0,0.98832,fd,gs,ss,0.8,0.8,7,1.0,0.1
1000.0,0.85,fd,gs,ss,0.8,0.8,7,1.0,0.1
1.0,1.0,fd,gs,ss,0.5,0.8,7,0.9,0.05
2.0,0.9922,fd,gs,ss,0.5,0.8,7,0.9,0.05
4.0,0.72936,fd,gs,ss,0.5,0.8,7,0.9,0.05
10.0,0.5854,fd,gs,ss,0.5,0.8,7,0.9,0.05
21.0,0.53865,fd,gs,ss,0.5,0.8,7,0.9,0.05
46.0,0.45448,fd,gs,ss,0.5,0.8,7,0.9,0.05
100.0,0.302,fd,gs,ss,0.5,0.8,7,0.9,0.05
215.0,0.1161,fd,gs,ss,0.5,0.8,7,0.9,0.05
464.0,0.0,fd,gs,ss,0.5,0.8,7,0.9,0.05
1000.0,0.0,fd,gs,ss,0.5,0.8,7,0.9,0.05
1.0,1.0,fd,gs,ss,0.9,0.6,7,0.9,0.1
2.0,1.53192,fd,gs,ss,0.9,0.6,7,0.9,0.1
4.0,1.86552,fd,gs,ss,0.9,0.6,7,0.9,0.1
10.0,1.7082,fd,gs,ss,0.9,0.6,7,0.9,0.1
21.0,1.6674,fd,gs,ss,0.9,0.6,7,0.9,0.1
46.0,1.6284,fd,gs,ss,0.9,0.6,7,0.9,0.1
100.0,1.746,fd,gs,ss,0.9,0.6,7,0.9,0.1
215.0,1.9307,fd,gs,ss,0.9,0.6,7,0.9,0.1
464.0,2.35248,fd,gs,ss,0.9,0.6,7,0.9,0.1
1000.0,3.35,fd,gs,ss,0.9,0.6,7,0.9,0.1
1.0,1.0,fs,gs,ss,0.6,0.8,3,1.1,0.1
2.0,1.04424,fs,gs,ss,0.6,0.8,3,1.1,0.1
4.0,0.80392,fs,gs,ss,0.6,0.8,3,1.1,0.1
10.0,0.5509,fs,gs,ss,0.6,0.8,3,1.1,0.1
21.0,0.34545,fs,gs,ss,0.6,0.8,3,1.1,0.1
46.0,0.1127,fs,gs,ss,0.6,0.8,3,1.1,0.1
100.0,0.01,fs,gs,ss,0.6,0.8,3,1.1,0.1
215.0,0.0,fs,gs,ss,0.6,0.8,3,1.1,0.1
464.0,0.0,fs,gs,ss,0.6,0.8,3,1.1,0.1
1000.0,0.0,fs,gs,ss,0.6,0.8,3,1.1,0.1
1.0,1.0,fs,gs,ss,0.7,0.7,7,1.0,0.1
2.0,1.29804,fs,gs,ss,0.7,0.7,7,1.0,0.1
4.0,1.23372,fs,gs,ss,0.7,0.7,7,1.0,0.1
10.0,1.0079,fs,gs,ss,0.7,0.7,7,1.0,0.1
21.0,1.03467,fs,gs,ss,0.7,0.7,7,1.0,0.1
46.0,1.00648,fs,gs,ss,0.7,0.7,7,1.0,0.1
100.0,0.978,fs,gs,ss,0.7,0.7,7,1.0,0.1
215.0,1.0019,fs,gs,ss,0.7,0.7,7,1.0,0.1
464.0,0.9744,fs,gs,ss,0.7,0.7,7,1.0,0.1
1000.0,0.96,fs,gs,ss,0.7,0.7,7,1.0,0.1
1.0,1.0,fs,gs,hs,1.0,0.8,3,1.0,0.05
2.0,0.649,fs,gs,hs,1.0,0.8,3,1.0,0.05
4.0,0.51476,fs,gs,hs,1.0,0.8,3,1.0,0.05
10.0,0.3966999999999999,fs,gs,hs,1.0,0.8,3,1.0,0.05
21.0,0.336,fs,gs,hs,1.0,0.8,3,1.0,0.05
46.0,0.28612,fs,gs,hs,1.0,0.8,3,1.0,0.05
100.0,0.294,fs,gs,hs,1.0,0.8,3,1.0,0.05
215.0,0.23435,fs,gs,hs,1.0,0.8,3,1.0,0.05
464.0,0.22736,fs,gs,hs,1.0,0.8,3,1.0,0.05
1000.0,0.24,fs,gs,hs,1.0,0.8,3,1.0,0.05
1.0,1.0,fd,gs,ss,0.6,0.8,7,1.1,0.01
2.0,1.07106,fd,gs,ss,0.6,0.8,7,1.1,0.01
4.0,0.8734,fd,gs,ss,0.6,0.8,7,1.1,0.01
10.0,0.748,fd,gs,ss,0.6,0.8,7,1.1,0.01
21.0,0.74424,fd,gs,ss,0.6,0.8,7,1.1,0.01
46.0,0.6992,fd,gs,ss,0.6,0.8,7,1.1,0.01
100.0,0.64,fd,gs,ss,0.6,0.8,7,1.1,0.01
215.0,0.6149,fd,gs,ss,0.6,0.8,7,1.1,0.01
464.0,0.40368,fd,gs,ss,0.6,0.8,7,1.1,0.01
1000.0,0.24,fd,gs,ss,0.6,0.8,7,1.1,0.01
1.0,1.0,fd,gs,hs,0.8,0.5,5,1.0,0.05
2.0,0.7314,fd,gs,hs,0.8,0.5,5,1.0,0.05
4.0,0.54404,fd,gs,hs,0.8,0.5,5,1.0,0.05
10.0,0.2847,fd,gs,hs,0.8,0.5,5,1.0,0.05
21.0,0.06027,fd,gs,hs,0.8,0.5,5,1.0,0.05
46.0,0.00092,fd,gs,hs,0.8,0.5,5,1.0,0.05
100.0,0.0,fd,gs,hs,0.8,0.5,5,1.0,0.05
215.0,0.0,fd,gs,hs,0.8,0.5,5,1.0,0.05
464.0,0.0,fd,gs,hs,0.8,0.5,5,1.0,0.05
1000.0,0.0,fd,gs,hs,0.8,0.5,5,1.0,0.05
1.0,1.0,fd,gs,ss,0.7,0.6,3,1.1,0.01
2.0,1.42736,fd,gs,ss,0.7,0.6,3,1.1,0.01
4.0,1.53608,fd,gs,ss,0.7,0.6,3,1.1,0.01
10.0,1.4613,fd,gs,ss,0.7,0.6,3,1.1,0.01
21.0,1.86186,fd,gs,ss,0.7,0.6,3,1.1,0.01
46.0,2.99506,fd,gs,ss,0.7,0.6,3,1.1,0.01
100.0,5.819,fd,gs,ss,0.7,0.6,3,1.1,0.01
215.0,12.0185,fd,gs,ss,0.7,0.6,3,1.1,0.01
464.0,26.38768,fd,gs,ss,0.7,0.6,3,1.1,0.01
1000.0,57.13,fd,gs,ss,0.7,0.6,3,1.1,0.01
1.0,1.0,fs,gs,hs,0.9,0.8,7,0.9,0.01
2.0,0.57478,fs,gs,hs,0.9,0.8,7,0.9,0.01
4.0,0.34624,fs,gs,hs,0.9,0.8,7,0.9,0.01
10.0,0.1007,fs,gs,hs,0.9,0.8,7,0.9,0.01
21.0,0.00546,fs,gs,hs,0.9,0.8,7,0.9,0.01
46.0,0.0,fs,gs,hs,0.9,0.8,7,0.9,0.01
100.0,0.0,fs,gs,hs,0.9,0.8,7,0.9,0.01
215.0,0.0,fs,gs,hs,0.9,0.8,7,0.9,0.01
464.0,0.0,fs,gs,hs,0.9,0.8,7,0.9,0.01
1000.0,0.0,fs,gs,hs,0.9,0.8,7,0.9,0.01
1.0,1.0,fs,gs,hs,0.8,0.6,3,0.9,0.01
2.0,0.60868,fs,gs,hs,0.8,0.6,3,0.9,0.01
4.0,0.3532,fs,gs,hs,0.8,0.6,3,0.9,0.01
10.0,0.0576,fs,gs,hs,0.8,0.6,3,0.9,0.01
21.0,0.0,fs,gs,hs,0.8,0.6,3,0.9,0.01
46.0,0.0,fs,gs,hs,0.8,0.6,3,0.9,0.01
100.0,0.0,fs,gs,hs,0.8,0.6,3,0.9,0.01
215.0,0.0,fs,gs,hs,0.8,0.6,3,0.9,0.01
464.0,0.0,fs,gs,hs,0.8,0.6,3,0.9,0.01
1000.0,0.0,fs,gs,hs,0.8,0.6,3,0.9,0.01
1.0,1.0,fs,gs,hs,1.0,0.6,7,0.9,0.1
2.0,0.60246,fs,gs,hs,1.0,0.6,7,0.9,0.1
4.0,0.3824,fs,gs,hs,1.0,0.6,7,0.9,0.1
10.0,0.1252,fs,gs,hs,1.0,0.6,7,0.9,0.1
21.0,0.01596,fs,gs,hs,1.0,0.6,7,0.9,0.1
46.0,0.0,fs,gs,hs,1.0,0.6,7,0.9,0.1
100.0,0.0,fs,gs,hs,1.0,0.6,7,0.9,0.1
215.0,0.0,fs,gs,hs,1.0,0.6,7,0.9,0.1
464.0,0.0,fs,gs,hs,1.0,0.6,7,0.9,0.1
1000.0,0.0,fs,gs,hs,1.0,0.6,7,0.9,0.1
1.0,1.0,fs,gs,ss,0.7,0.5,5,0.9,0.05
2.0,1.57118,fs,gs,ss,0.7,0.5,5,0.9,0.05
4.0,1.89076,fs,gs,ss,0.7,0.5,5,0.9,0.05
10.0,1.7755999999999998,fs,gs,ss,0.7,0.5,5,0.9,0.05
21.0,2.22831,fs,gs,ss,0.7,0.5,5,0.9,0.05
46.0,3.53924,fs,gs,ss,0.7,0.5,5,0.9,0.05
100.0,6.819999999999999,fs,gs,ss,0.7,0.5,5,0.9,0.05
215.0,14.2459,fs,gs,ss,0.7,0.5,5,0.9,0.05
464.0,30.86064,fs,gs,ss,0.7,0.5,5,0.9,0.05
1000.0,66.78,fs,gs,ss,0.7,0.5,5,0.9,0.05
1.0,1.0,fd,gs,ss,0.6,0.8,7,1.0,0.01
2.0,1.06718,fd,gs,ss,0.6,0.8,7,1.0,0.01
4.0,0.87692,fd,gs,ss,0.6,0.8,7,1.0,0.01
10.0,0.7345,fd,gs,ss,0.6,0.8,7,1.0,0.01
21.0,0.74949,fd,gs,ss,0.6,0.8,7,1.0,0.01
46.0,0.72036,fd,gs,ss,0.6,0.8,7,1.0,0.01
100.0,0.6859999999999999,fd,gs,ss,0.6,0.8,7,1.0,0.01
215.0,0.62995,fd,gs,ss,0.6,0.8,7,1.0,0.01
464.0,0.4175999999999999,fd,gs,ss,0.6,0.8,7,1.0,0.01
1000.0,0.2,fd,gs,ss,0.6,0.8,7,1.0,0.01
1.0,1.0,fs,gs,hs,1.0,0.8,3,1.1,0.05
2.0,0.71768,fs,gs,hs,1.0,0.8,3,1.1,0.05
4.0,0.6676,fs,gs,hs,1.0,0.8,3,1.1,0.05
10.0,0.7342,fs,gs,hs,1.0,0.8,3,1.1,0.05
21.0,0.9366,fs,gs,hs,1.0,0.8,3,1.1,0.05
46.0,1.1454,fs,gs,hs,1.0,0.8,3,1.1,0.05
100.0,1.209,fs,gs,hs,1.0,0.8,3,1.1,0.05
215.0,1.4018,fs,gs,hs,1.0,0.8,3,1.1,0.05
464.0,1.63328,fs,gs,hs,1.0,0.8,3,1.1,0.05
1000.0,2.52,fs,gs,hs,1.0,0.8,3,1.1,0.05
1.0,1.0,fd,gs,hs,0.8,0.5,5,1.1,0.05
2.0,0.8147,fd,gs,hs,0.8,0.5,5,1.1,0.05
4.0,0.73728,fd,gs,hs,0.8,0.5,5,1.1,0.05
10.0,0.7247000000000001,fd,gs,hs,0.8,0.5,5,1.1,0.05
21.0,0.94542,fd,gs,hs,0.8,0.5,5,1.1,0.05
46.0,1.44762,fd,gs,hs,0.8,0.5,5,1.1,0.05
100.0,3.622,fd,gs,hs,0.8,0.5,5,1.1,0.05
215.0,9.0128,fd,gs,hs,0.8,0.5,5,1.1,0.05
464.0,20.3696,fd,gs,hs,0.8,0.5,5,1.1,0.05
1000.0,44.39,fd,gs,hs,0.8,0.5,5,1.1,0.05
1.0,1.0,fd,gs,ss,0.7,0.6,3,1.0,0.01
2.0,1.43192,fd,gs,ss,0.7,0.6,3,1.0,0.01
4.0,1.52884,fd,gs,ss,0.7,0.6,3,1.0,0.01
10.0,1.4437,fd,gs,ss,0.7,0.6,3,1.0,0.01
21.0,1.85157,fd,gs,ss,0.7,0.6,3,1.0,0.01
46.0,2.89478,fd,gs,ss,0.7,0.6,3,1.0,0.01
100.0,5.696,fd,gs,ss,0.7,0.6,3,1.0,0.01
215.0,11.868,fd,gs,ss,0.7,0.6,3,1.0,0.01
464.0,25.84944,fd,gs,ss,0.7,0.6,3,1.0,0.01
1000.0,56.65,fd,gs,ss,0.7,0.6,3,1.0,0.01
1.0,1.0,fs,gs,hs,1.0,0.7,3,1.1,0.1
2.0,0.74702,fs,gs,hs,1.0,0.7,3,1.1,0.1
4.0,0.6868,fs,gs,hs,1.0,0.7,3,1.1,0.1
10.0,0.75,fs,gs,hs,1.0,0.7,3,1.1,0.1
21.0,1.01052,fs,gs,hs,1.0,0.7,3,1.1,0.1
46.0,1.36804,fs,gs,hs,1.0,0.7,3,1.1,0.1
100.0,2.03,fs,gs,hs,1.0,0.7,3,1.1,0.1
215.0,3.2551,fs,gs,hs,1.0,0.7,3,1.1,0.1
464.0,6.8672,fs,gs,hs,1.0,0.7,3,1.1,0.1
1000.0,14.4,fs,gs,hs,1.0,0.7,3,1.1,0.1
1.0,1.0,fd,gs,hs,0.8,0.6,5,0.9,0.1
2.0,0.63748,fd,gs,hs,0.8,0.6,5,0.9,0.1
4.0,0.36088,fd,gs,hs,0.8,0.6,5,0.9,0.1
10.0,0.0596999999999999,fd,gs,hs,0.8,0.6,5,0.9,0.1
21.0,0.00021,fd,gs,hs,0.8,0.6,5,0.9,0.1
46.0,0.0,fd,gs,hs,0.8,0.6,5,0.9,0.1
100.0,0.0,fd,gs,hs,0.8,0.6,5,0.9,0.1
215.0,0.0,fd,gs,hs,0.8,0.6,5,0.9,0.1
464.0,0.0,fd,gs,hs,0.8,0.6,5,0.9,0.1
1000.0,0.0,fd,gs,hs,0.8,0.6,5,0.9,0.1
1.0,1.0,fs,gs,hs,0.5,0.6,3,1.1,0.01
2.0,0.70882,fs,gs,hs,0.5,0.6,3,1.1,0.01
4.0,0.41416,fs,gs,hs,0.5,0.6,3,1.1,0.01
10.0,0.0371,fs,gs,hs,0.5,0.6,3,1.1,0.01
21.0,0.00021,fs,gs,hs,0.5,0.6,3,1.1,0.01
46.0,0.00184,fs,gs,hs,0.5,0.6,3,1.1,0.01
100.0,0.001,fs,gs,hs,0.5,0.6,3,1.1,0.01
215.0,0.0,fs,gs,hs,0.5,0.6,3,1.1,0.01
464.0,0.0,fs,gs,hs,0.5,0.6,3,1.1,0.01
1000.0,0.0,fs,gs,hs,0.5,0.6,3,1.1,0.01
1.0,1.0,fs,gs,hs,0.6,0.7,5,1.0,0.1
2.0,0.67904,fs,gs,hs,0.6,0.7,5,1.0,0.1
4.0,0.42312,fs,gs,hs,0.6,0.7,5,1.0,0.1
10.0,0.0615,fs,gs,hs,0.6,0.7,5,1.0,0.1
21.0,0.00021,fs,gs,hs,0.6,0.7,5,1.0,0.1
46.0,0.0,fs,gs,hs,0.6,0.7,5,1.0,0.1
100.0,0.0,fs,gs,hs,0.6,0.7,5,1.0,0.1
215.0,0.0,fs,gs,hs,0.6,0.7,5,1.0,0.1
464.0,0.0,fs,gs,hs,0.6,0.7,5,1.0,0.1
1000.0,0.0,fs,gs,hs,0.6,0.7,5,1.0,0.1
1.0,1.0,fs,gs,hs,0.7,0.9,5,0.9,0.1
2.0,0.56492,fs,gs,hs,0.7,0.9,5,0.9,0.1
4.0,0.3156,fs,gs,hs,0.7,0.9,5,0.9,0.1
10.0,0.0327,fs,gs,hs,0.7,0.9,5,0.9,0.1
21.0,0.0,fs,gs,hs,0.7,0.9,5,0.9,0.1
46.0,0.0,fs,gs,hs,0.7,0.9,5,0.9,0.1
100.0,0.0,fs,gs,hs,0.7,0.9,5,0.9,0.1
215.0,0.0,fs,gs,hs,0.7,0.9,5,0.9,0.1
464.0,0.0,fs,gs,hs,0.7,0.9,5,0.9,0.1
1000.0,0.0,fs,gs,hs,0.7,0.9,5,0.9,0.1
1.0,1.0,fs,gs,hs,0.5,0.6,3,1.0,0.01
2.0,0.63954,fs,gs,hs,0.5,0.6,3,1.0,0.01
4.0,0.2974,fs,gs,hs,0.5,0.6,3,1.0,0.01
10.0,0.0114,fs,gs,hs,0.5,0.6,3,1.0,0.01
21.0,0.0,fs,gs,hs,0.5,0.6,3,1.0,0.01
46.0,0.0,fs,gs,hs,0.5,0.6,3,1.0,0.01
100.0,0.0,fs,gs,hs,0.5,0.6,3,1.0,0.01
215.0,0.0,fs,gs,hs,0.5,0.6,3,1.0,0.01
464.0,0.0,fs,gs,hs,0.5,0.6,3,1.0,0.01
1000.0,0.0,fs,gs,hs,0.5,0.6,3,1.0,0.01
1.0,1.0,fd,gs,hs,0.5,0.5,5,0.9,0.05
2.0,0.62402,fd,gs,hs,0.5,0.5,5,0.9,0.05
4.0,0.24788,fd,gs,hs,0.5,0.5,5,0.9,0.05
10.0,0.0048,fd,gs,hs,0.5,0.5,5,0.9,0.05
21.0,0.0,fd,gs,hs,0.5,0.5,5,0.9,0.05
46.0,0.0,fd,gs,hs,0.5,0.5,5,0.9,0.05
100.0,0.0,fd,gs,hs,0.5,0.5,5,0.9,0.05
215.0,0.0,fd,gs,hs,0.5,0.5,5,0.9,0.05
464.0,0.0,fd,gs,hs,0.5,0.5,5,0.9,0.05
1000.0,0.0,fd,gs,hs,0.5,0.5,5,0.9,0.05
1.0,1.0,fd,gs,hs,0.9,0.8,5,1.0,0.1
2.0,0.67044,fd,gs,hs,0.9,0.8,5,1.0,0.1
4.0,0.50208,fd,gs,hs,0.9,0.8,5,1.0,0.1
10.0,0.3539,fd,gs,hs,0.9,0.8,5,1.0,0.1
21.0,0.21441,fd,gs,hs,0.9,0.8,5,1.0,0.1
46.0,0.03818,fd,gs,hs,0.9,0.8,5,1.0,0.1
100.0,0.0,fd,gs,hs,0.9,0.8,5,1.0,0.1
215.0,0.0,fd,gs,hs,0.9,0.8,5,1.0,0.1
464.0,0.0,fd,gs,hs,0.9,0.8,5,1.0,0.1
1000.0,0.0,fd,gs,hs,0.9,0.8,5,1.0,0.1
1.0,1.0,fs,gs,ss,0.7,1.0,3,1.0,0.05
2.0,0.8033,fs,gs,ss,0.7,1.0,3,1.0,0.05
4.0,0.71988,fs,gs,ss,0.7,1.0,3,1.0,0.05
10.0,0.6518999999999999,fs,gs,ss,0.7,1.0,3,1.0,0.05
21.0,0.58758,fs,gs,ss,0.7,1.0,3,1.0,0.05
46.0,0.41078,fs,gs,ss,0.7,1.0,3,1.0,0.05
100.0,0.186,fs,gs,ss,0.7,1.0,3,1.0,0.05
215.0,0.0322499999999999,fs,gs,ss,0.7,1.0,3,1.0,0.05
464.0,0.0,fs,gs,ss,0.7,1.0,3,1.0,0.05
1000.0,0.0,fs,gs,ss,0.7,1.0,3,1.0,0.05
1.0,1.0,fd,gs,ss,0.5,0.9,7,1.0,0.01
2.0,0.83076,fd,gs,ss,0.5,0.9,7,1.0,0.01
4.0,0.61956,fd,gs,ss,0.5,0.9,7,1.0,0.01
10.0,0.5225,fd,gs,ss,0.5,0.9,7,1.0,0.01
21.0,0.4603199999999999,fd,gs,ss,0.5,0.9,7,1.0,0.01
46.0,0.38824,fd,gs,ss,0.5,0.9,7,1.0,0.01
100.0,0.247,fd,gs,ss,0.5,0.9,7,1.0,0.01
215.0,0.10105,fd,gs,ss,0.5,0.9,7,1.0,0.01
464.0,0.00464,fd,gs,ss,0.5,0.9,7,1.0,0.01
1000.0,0.0,fd,gs,ss,0.5,0.9,7,1.0,0.01
1.0,1.0,fs,gs,ss,0.7,1.0,3,1.1,0.05
2.0,0.79246,fs,gs,ss,0.7,1.0,3,1.1,0.05
4.0,0.72272,fs,gs,ss,0.7,1.0,3,1.1,0.05
10.0,0.6452,fs,gs,ss,0.7,1.0,3,1.1,0.05
21.0,0.55209,fs,gs,ss,0.7,1.0,3,1.1,0.05
46.0,0.4186,fs,gs,ss,0.7,1.0,3,1.1,0.05
100.0,0.215,fs,gs,ss,0.7,1.0,3,1.1,0.05
215.0,0.05375,fs,gs,ss,0.7,1.0,3,1.1,0.05
464.0,0.0,fs,gs,ss,0.7,1.0,3,1.1,0.05
1000.0,0.0,fs,gs,ss,0.7,1.0,3,1.1,0.05
1.0,1.0,fd,gs,hs,0.8,1.0,3,0.9,0.05
2.0,0.5562,fd,gs,hs,0.8,1.0,3,0.9,0.05
4.0,0.33236,fd,gs,hs,0.8,1.0,3,0.9,0.05
10.0,0.0644,fd,gs,hs,0.8,1.0,3,0.9,0.05
21.0,0.00126,fd,gs,hs,0.8,1.0,3,0.9,0.05
46.0,0.0,fd,gs,hs,0.8,1.0,3,0.9,0.05
100.0,0.0,fd,gs,hs,0.8,1.0,3,0.9,0.05
215.0,0.0,fd,gs,hs,0.8,1.0,3,0.9,0.05
464.0,0.0,fd,gs,hs,0.8,1.0,3,0.9,0.05
1000.0,0.0,fd,gs,hs,0.8,1.0,3,0.9,0.05
1.0,1.0,fd,gs,ss,0.5,0.9,7,1.1,0.01
2.0,0.83738,fd,gs,ss,0.5,0.9,7,1.1,0.01
4.0,0.6162,fd,gs,ss,0.5,0.9,7,1.1,0.01
10.0,0.5258,fd,gs,ss,0.5,0.9,7,1.1,0.01
21.0,0.47313,fd,gs,ss,0.5,0.9,7,1.1,0.01
46.0,0.39928,fd,gs,ss,0.5,0.9,7,1.1,0.01
