N,NPfix,fits,germs,hards,pGermBH,pGermWT,bankLength,fmean,fvar
1000.0,0.0,fd,gs,hs,0.7,0.9,7,0.9,0.1
1.0,1.0,fs,gs,hs,0.8,0.7,3,1.1,0.1
2.0,0.74764,fs,gs,hs,0.8,0.7,3,1.1,0.1
4.0,0.65916,fs,gs,hs,0.8,0.7,3,1.1,0.1
10.0,0.6313000000000001,fs,gs,hs,0.8,0.7,3,1.1,0.1
21.0,0.65688,fs,gs,hs,0.8,0.7,3,1.1,0.1
46.0,0.53222,fs,gs,hs,0.8,0.7,3,1.1,0.1
100.0,1.036,fs,gs,hs,0.8,0.7,3,1.1,0.1
215.0,1.9307,fs,gs,hs,0.8,0.7,3,1.1,0.1
464.0,3.86512,fs,gs,hs,0.8,0.7,3,1.1,0.1
1000.0,8.52,fs,gs,hs,0.8,0.7,3,1.1,0.1
1.0,1.0,fs,gs,hs,0.9,0.9,5,1.0,0.01
2.0,0.63082,fs,gs,hs,0.9,0.9,5,1.0,0.01
4.0,0.48988,fs,gs,hs,0.9,0.9,5,1.0,0.01
10.0,0.369,fs,gs,hs,0.9,0.9,5,1.0,0.01
21.0,0.24843,fs,gs,hs,0.9,0.9,5,1.0,0.01
46.0,0.0551999999999999,fs,gs,hs,0.9,0.9,5,1.0,0.01
100.0,0.0,fs,gs,hs,0.9,0.9,5,1.0,0.01
215.0,0.0,fs,gs,hs,0.9,0.9,5,1.0,0.01
464.0,0.0,fs,gs,hs,0.9,0.9,5,1.0,0.01
1000.0,0.0,fs,gs,hs,0.9,0.9,5,1.0,0.01
1.0,1.0,fd,gs,hs,0.6,0.7,7,1.0,0.1
2.0,0.6971,fd,gs,hs,0.6,0.7,7,1.0,0.1
4.0,0.43568,fd,gs,hs,0.6,0.7,7,1.0,0.1
10.0,0.0655999999999999,fd,gs,hs,0.6,0.7,7,1.0,0.1
21.0,0.00168,fd,gs,hs,0.6,0.7,7,1.0,0.1
46.0,0.0,fd,gs,hs,0.6,0.7,7,1.0,0.1
100.0,0.0,fd,gs,hs,0.6,0.7,7,1.0,0.1
215.0,0.0,fd,gs,hs,0.6,0.7,7,1.0,0.1
464.0,0.0,fd,gs,hs,0.6,0.7,7,1.0,0.1
1000.0,0.0,fd,gs,hs,0.6,0.7,7,1.0,0.1
1.0,1.0,fd,gs,hs,0.7,0.8,3,1.1,0.1
2.0,0.73854,fd,gs,hs,0.7,0.8,3,1.1,0.1
4.0,0.60444,fd,gs,hs,0.7,0.8,3,1.1,0.1
10.0,0.4082,fd,gs,hs,0.7,0.8,3,1.1,0.1
21.0,0.13566,fd,gs,hs,0.7,0.8,3,1.1,0.1
46.0,0.44252,fd,gs,hs,0.7,0.8,3,1.1,0.1
100.0,0.404,fd,gs,hs,0.7,0.8,3,1.1,0.1
215.0,0.27735,fd,gs,hs,0.7,0.8,3,1.1,0.1
464.0,0.0464,fd,gs,hs,0.7,0.8,3,1.1,0.1
1000.0,0.0,fd,gs,hs,0.7,0.8,3,1.1,0.1
1.0,1.0,fs,gs,hs,0.8,0.6,7,0.9,0.1
2.0,0.60776,fs,gs,hs,0.8,0.6,7,0.9,0.1
4.0,0.34796,fs,gs,hs,0.8,0.6,7,0.9,0.1
10.0,0.0625,fs,gs,hs,0.8,0.6,7,0.9,0.1
21.0,0.00042,fs,gs,hs,0.8,0.6,7,0.9,0.1
46.0,0.0,fs,gs,hs,0.8,0.6,7,0.9,0.1
100.0,0.0,fs,gs,hs,0.8,0.6,7,0.9,0.1
215.0,0.0,fs,gs,hs,0.8,0.6,7,0.9,0.1
464.0,0.0,fs,gs,hs,0.8,0.6,7,0.9,0.1
1000.0,0.0,fs,gs,hs,0.8,0.6,7,0.9,0.1
1.0,1.0,fd,gs,ss,0.8,0.8,5,1.0,0.01
2.0,1.21144,fd,gs,ss,0.8,0.8,5,1.0,0.01
4.0,1.14584,fd,gs,ss,0.8,0.8,5,1.0,0.01
10.0,1.0141,fd,gs,ss,0.8,0.8,5,1.0,0.01
21.0,1.03614,fd,gs,ss,0.8,0.8,5,1.0,0.01
46.0,0.989,fd,gs,ss,0.8,0.8,5,1.0,0.01
100.0,0.988,fd,gs,ss,0.8,0.8,5,1.0,0.01
215.0,0.98255,fd,gs,ss,0.8,0.8,5,1.0,0.01
464.0,0.97904,fd,gs,ss,0.8,0.8,5,1.0,0.01
1000.0,1.07,fd,gs,ss,0.8,0.8,5,1.0,0.01
1.0,1.0,fs,gs,ss,1.0,0.5,3,1.0,0.01
2.0,1.66734,fs,gs,ss,1.0,0.5,3,1.0,0.01
4.0,2.46068,fs,gs,ss,1.0,0.5,3,1.0,0.01
10.0,3.5355,fs,gs,ss,1.0,0.5,3,1.0,0.01
21.0,5.94258,fs,gs,ss,1.0,0.5,3,1.0,0.01
46.0,12.34134,fs,gs,ss,1.0,0.5,3,1.0,0.01
100.0,27.369,fs,gs,ss,1.0,0.5,3,1.0,0.01
215.0,58.80465,fs,gs,ss,1.0,0.5,3,1.0,0.01
464.0,127.51184,fs,gs,ss,1.0,0.5,3,1.0,0.01
1000.0,274.0,fs,gs,ss,1.0,0.5,3,1.0,0.01
1.0,1.0,fd,gs,hs,0.6,0.5,7,1.1,0.05
2.0,0.8183,fd,gs,hs,0.6,0.5,7,1.1,0.05
4.0,0.64592,fd,gs,hs,0.6,0.5,7,1.1,0.05
10.0,0.2515,fd,gs,hs,0.6,0.5,7,1.1,0.05
21.0,0.1917299999999999,fd,gs,hs,0.6,0.5,7,1.1,0.05
46.0,0.79488,fd,gs,hs,0.6,0.5,7,1.1,0.05
100.0,1.2970000000000002,fd,gs,hs,0.6,0.5,7,1.1,0.05
215.0,2.0984,fd,gs,hs,0.6,0.5,7,1.1,0.05
464.0,3.80944,fd,gs,hs,0.6,0.5,7,1.1,0.05
1000.0,7.4,fd,gs,hs,0.6,0.5,7,1.1,0.05
1.0,1.0,fs,gs,ss,1.0,1.0,3,0.9,0.1
2.0,1.002,fs,gs,ss,1.0,1.0,3,0.9,0.1
4.0,1.00976,fs,gs,ss,1.0,1.0,3,0.9,0.1
10.0,1.0004,fs,gs,ss,1.0,1.0,3,0.9,0.1
21.0,1.00779,fs,gs,ss,1.0,1.0,3,0.9,0.1
46.0,1.0143,fs,gs,ss,1.0,1.0,3,0.9,0.1
100.0,1.015,fs,gs,ss,1.0,1.0,3,0.9,0.1
215.0,0.99975,fs,gs,ss,1.0,1.0,3,0.9,0.1
464.0,0.96512,fs,gs,ss,1.0,1.0,3,0.9,0.1
1000.0,0.8400000000000001,fs,gs,ss,1.0,1.0,3,0.9,0.1
1.0,1.0,fs,gs,ss,0.9,0.5,7,0.9,0.05
2.0,1.64006,fs,gs,ss,0.9,0.5,7,0.9,0.05
4.0,2.2614,fs,gs,ss,0.9,0.5,7,0.9,0.05
10.0,2.293,fs,gs,ss,0.9,0.5,7,0.9,0.05
21.0,2.30538,fs,gs,ss,0.9,0.5,7,0.9,0.05
46.0,2.63442,fs,gs,ss,0.9,0.5,7,0.9,0.05
100.0,3.4930000000000003,fs,gs,ss,0.9,0.5,7,0.9,0.05
215.0,5.68675,fs,gs,ss,0.9,0.5,7,0.9,0.05
464.0,10.82048,fs,gs,ss,0.9,0.5,7,0.9,0.05
1000.0,23.87,fs,gs,ss,0.9,0.5,7,0.9,0.05
1.0,1.0,fd,gs,ss,1.0,0.6,5,0.9,0.05
2.0,1.57122,fd,gs,ss,1.0,0.6,5,0.9,0.05
4.0,2.0178,fd,gs,ss,1.0,0.6,5,0.9,0.05
10.0,2.0216000000000003,fd,gs,ss,1.0,0.6,5,0.9,0.05
21.0,2.02293,fd,gs,ss,1.0,0.6,5,0.9,0.05
46.0,2.28942,fd,gs,ss,1.0,0.6,5,0.9,0.05
100.0,2.889,fd,gs,ss,1.0,0.6,5,0.9,0.05
215.0,4.398899999999999,fd,gs,ss,1.0,0.6,5,0.9,0.05
464.0,8.468,fd,gs,ss,1.0,0.6,5,0.9,0.05
1000.0,18.25,fd,gs,ss,1.0,0.6,5,0.9,0.05
1.0,1.0,fs,gs,hs,0.7,0.8,5,0.9,0.01
2.0,0.57956,fs,gs,hs,0.7,0.8,5,0.9,0.01
4.0,0.31656,fs,gs,hs,0.7,0.8,5,0.9,0.01
10.0,0.03,fs,gs,hs,0.7,0.8,5,0.9,0.01
21.0,0.0,fs,gs,hs,0.7,0.8,5,0.9,0.01
46.0,0.0,fs,gs,hs,0.7,0.8,5,0.9,0.01
100.0,0.0,fs,gs,hs,0.7,0.8,5,0.9,0.01
215.0,0.0,fs,gs,hs,0.7,0.8,5,0.9,0.01
464.0,0.0,fs,gs,hs,0.7,0.8,5,0.9,0.01
1000.0,0.0,fs,gs,hs,0.7,0.8,5,0.9,0.01
1.0,1.0,fd,gs,ss,0.8,0.8,5,1.1,0.01
2.0,1.21624,fd,gs,ss,0.8,0.8,5,1.1,0.01
4.0,1.1494,fd,gs,ss,0.8,0.8,5,1.1,0.01
10.0,1.0072,fd,gs,ss,0.8,0.8,5,1.1,0.01
21.0,1.01724,fd,gs,ss,0.8,0.8,5,1.1,0.01
46.0,0.95266,fd,gs,ss,0.8,0.8,5,1.1,0.01
100.0,0.989,fd,gs,ss,0.8,0.8,5,1.1,0.01
215.0,1.00405,fd,gs,ss,0.8,0.8,5,1.1,0.01
464.0,1.0439999999999998,fd,gs,ss,0.8,0.8,5,1.1,0.01
1000.0,0.96,fd,gs,ss,0.8,0.8,5,1.1,0.01
1.0,1.0,fd,gs,hs,0.6,0.5,7,1.0,0.05
2.0,0.72614,fd,gs,hs,0.6,0.5,7,1.0,0.05
4.0,0.46796,fd,gs,hs,0.6,0.5,7,1.0,0.05
10.0,0.0666,fd,gs,hs,0.6,0.5,7,1.0,0.05
21.0,0.00063,fd,gs,hs,0.6,0.5,7,1.0,0.05
46.0,0.0,fd,gs,hs,0.6,0.5,7,1.0,0.05
100.0,0.0,fd,gs,hs,0.6,0.5,7,1.0,0.05
215.0,0.0,fd,gs,hs,0.6,0.5,7,1.0,0.05
464.0,0.0,fd,gs,hs,0.6,0.5,7,1.0,0.05
1000.0,0.0,fd,gs,hs,0.6,0.5,7,1.0,0.05
1.0,1.0,fs,gs,ss,1.0,0.5,3,1.1,0.01
2.0,1.66346,fs,gs,ss,1.0,0.5,3,1.1,0.01
4.0,2.46244,fs,gs,ss,1.0,0.5,3,1.1,0.01
10.0,3.565,fs,gs,ss,1.0,0.5,3,1.1,0.01
21.0,5.9073,fs,gs,ss,1.0,0.5,3,1.1,0.01
46.0,12.35836,fs,gs,ss,1.0,0.5,3,1.1,0.01
100.0,26.924,fs,gs,ss,1.0,0.5,3,1.1,0.01
215.0,58.84765,fs,gs,ss,1.0,0.5,3,1.1,0.01
464.0,127.4376,fs,gs,ss,1.0,0.5,3,1.1,0.01
1000.0,272.79,fs,gs,ss,1.0,0.5,3,1.1,0.01
1.0,1.0,fd,gs,hs,0.6,0.5,3,0.9,0.1
2.0,0.6193,fd,gs,hs,0.6,0.5,3,0.9,0.1
4.0,0.28512,fd,gs,hs,0.6,0.5,3,0.9,0.1
10.0,0.011,fd,gs,hs,0.6,0.5,3,0.9,0.1
21.0,0.0,fd,gs,hs,0.6,0.5,3,0.9,0.1
46.0,0.0,fd,gs,hs,0.6,0.5,3,0.9,0.1
100.0,0.0,fd,gs,hs,0.6,0.5,3,0.9,0.1
215.0,0.0,fd,gs,hs,0.6,0.5,3,0.9,0.1
464.0,0.0,fd,gs,hs,0.6,0.5,3,0.9,0.1
1000.0,0.0,fd,gs,hs,0.6,0.5,3,0.9,0.1
1.0,1.0,fd,gs,ss,0.5,0.8,5,0.9,0.01
2.0,0.97638,fd,gs,ss,0.5,0.8,5,0.9,0.01
4.0,0.6922,fd,gs,ss,0.5,0.8,5,0.9,0.01
10.0,0.4897,fd,gs,ss,0.5,0.8,5,0.9,0.01
21.0,0.3528,fd,gs,ss,0.5,0.8,5,0.9,0.01
46.0,0.14352,fd,gs,ss,0.5,0.8,5,0.9,0.01
100.0,0.015,fd,gs,ss,0.5,0.8,5,0.9,0.01
215.0,0.0,fd,gs,ss,0.5,0.8,5,0.9,0.01
464.0,0.0,fd,gs,ss,0.5,0.8,5,0.9,0.01
1000.0,0.0,fd,gs,ss,0.5,0.8,5,0.9,0.01
1.0,1.0,fs,gs,hs,0.5,0.6,5,0.9,0.1
2.0,0.60028,fs,gs,hs,0.5,0.6,5,0.9,0.1
4.0,0.23844,fs,gs,hs,0.5,0.6,5,0.9,0.1
10.0,0.0055,fs,gs,hs,0.5,0.6,5,0.9,0.1
21.0,0.0,fs,gs,hs,0.5,0.6,5,0.9,0.1
46.0,0.0,fs,gs,hs,0.5,0.6,5,0.9,0.1
100.0,0.0,fs,gs,hs,0.5,0.6,5,0.9,0.1
215.0,0.0,fs,gs,hs,0.5,0.6,5,0.9,0.1
464.0,0.0,fs,gs,hs,0.5,0.6,5,0.9,0.1
1000.0,0.0,fs,gs,hs,0.5,0.6,5,0.9,0.1
1.0,1.0,fs,gs,ss,0.7,0.5,7,0.9,0.01
2.0,1.57062,fs,gs,ss,0.7,0.5,7,0.9,0.01
4.0,1.87612,fs,gs,ss,0.7,0.5,7,0.9,0.01
10.0,1.5823999999999998,fs,gs,ss,0.7,0.5,7,0.9,0.01
21.0,1.68525,fs,gs,ss,0.7,0.5,7,0.9,0.01
46.0,1.93844,fs,gs,ss,0.7,0.5,7,0.9,0.01
100.0,2.63,fs,gs,ss,0.7,0.5,7,0.9,0.01
215.0,4.32365,fs,gs,ss,0.7,0.5,7,0.9,0.01
464.0,8.92272,fs,gs,ss,0.7,0.5,7,0.9,0.01
1000.0,19.040000000000003,fs,gs,ss,0.7,0.5,7,0.9,0.01
1.0,1.0,fd,gs,hs,0.8,0.5,7,1.1,0.01
2.0,0.80368,fd,gs,hs,0.8,0.5,7,1.1,0.01
4.0,0.7346,fd,gs,hs,0.8,0.5,7,1.1,0.01
10.0,0.6883,fd,gs,hs,0.8,0.5,7,1.1,0.01
21.0,0.76902,fd,gs,hs,0.8,0.5,7,1.1,0.01
46.0,0.87216,fd,gs,hs,0.8,0.5,7,1.1,0.01
100.0,1.586,fd,gs,hs,0.8,0.5,7,1.1,0.01
215.0,2.7778,fd,gs,hs,0.8,0.5,7,1.1,0.01
464.0,5.1504,fd,gs,hs,0.8,0.5,7,1.1,0.01
1000.0,10.99,fd,gs,hs,0.8,0.5,7,1.1,0.01
1.0,1.0,fd,gs,ss,0.6,0.8,5,1.0,0.05
2.0,1.06948,fd,gs,ss,0.6,0.8,5,1.0,0.05
4.0,0.86316,fd,gs,ss,0.6,0.8,5,1.0,0.05
10.0,0.7190000000000001,fd,gs,ss,0.6,0.8,5,1.0,0.05
21.0,0.65331,fd,gs,ss,0.6,0.8,5,1.0,0.05
46.0,0.5704,fd,gs,ss,0.6,0.8,5,1.0,0.05
100.0,0.395,fd,gs,ss,0.6,0.8,5,1.0,0.05
215.0,0.1569499999999999,fd,gs,ss,0.6,0.8,5,1.0,0.05
464.0,0.01856,fd,gs,ss,0.6,0.8,5,1.0,0.05
1000.0,0.0,fd,gs,ss,0.6,0.8,5,1.0,0.05
1.0,1.0,fd,gs,hs,0.8,0.5,7,1.0,0.01
2.0,0.72104,fd,gs,hs,0.8,0.5,7,1.0,0.01
4.0,0.5386,fd,gs,hs,0.8,0.5,7,1.0,0.01
10.0,0.2634999999999999,fd,gs,hs,0.8,0.5,7,1.0,0.01
21.0,0.05208,fd,gs,hs,0.8,0.5,7,1.0,0.01
46.0,0.00138,fd,gs,hs,0.8,0.5,7,1.0,0.01
100.0,0.0,fd,gs,hs,0.8,0.5,7,1.0,0.01
215.0,0.0,fd,gs,hs,0.8,0.5,7,1.0,0.01
464.0,0.0,fd,gs,hs,0.8,0.5,7,1.0,0.01
1000.0,0.0,fd,gs,hs,0.8,0.5,7,1.0,0.01
1.0,1.0,fd,gs,ss,0.6,0.8,5,1.1,0.05
2.0,1.06854,fd,gs,ss,0.6,0.8,5,1.1,0.05
4.0,0.86148,fd,gs,ss,0.6,0.8,5,1.1,0.05
10.0,0.7144,fd,gs,ss,0.6,0.8,5,1.1,0.05
21.0,0.66339,fd,gs,ss,0.6,0.8,5,1.1,0.05
46.0,0.54142,fd,gs,ss,0.6,0.8,5,1.1,0.05
100.0,0.423,fd,gs,ss,0.6,0.8,5,1.1,0.05
215.0,0.1483499999999999,fd,gs,ss,0.6,0.8,5,1.1,0.05
464.0,0.00464,fd,gs,ss,0.6,0.8,5,1.1,0.05
1000.0,0.0,fd,gs,ss,0.6,0.8,5,1.1,0.05
1.0,1.0,fs,gs,hs,0.9,0.8,5,0.9,0.05
2.0,0.57388,fs,gs,hs,0.9,0.8,5,0.9,0.05
4.0,0.34596,fs,gs,hs,0.9,0.8,5,0.9,0.05
10.0,0.1,fs,gs,hs,0.9,0.8,5,0.9,0.05
21.0,0.00609,fs,gs,hs,0.9,0.8,5,0.9,0.05
46.0,0.0,fs,gs,hs,0.9,0.8,5,0.9,0.05
100.0,0.0,fs,gs,hs,0.9,0.8,5,0.9,0.05
215.0,0.0,fs,gs,hs,0.9,0.8,5,0.9,0.05
464.0,0.0,fs,gs,hs,0.9,0.8,5,0.9,0.05
1000.0,0.0,fs,gs,hs,0.9,0.8,5,0.9,0.05
1.0,1.0,fd,gs,hs,0.5,0.5,7,0.9,0.01
2.0,0.62936,fd,gs,hs,0.5,0.5,7,0.9,0.01
4.0,0.25776,fd,gs,hs,0.5,0.5,7,0.9,0.01
10.0,0.0052,fd,gs,hs,0.5,0.5,7,0.9,0.01
21.0,0.0,fd,gs,hs,0.5,0.5,7,0.9,0.01
46.0,0.0,fd,gs,hs,0.5,0.5,7,0.9,0.01
100.0,0.0,fd,gs,hs,0.5,0.5,7,0.9,0.01
215.0,0.0,fd,gs,hs,0.5,0.5,7,0.9,0.01
464.0,0.0,fd,gs,hs,0.5,0.5,7,0.9,0.01
1000.0,0.0,fd,gs,hs,0.5,0.5,7,0.9,0.01
1.0,1.0,fd,gs,hs,0.9,1.0,3,0.9,0.1
2.0,0.56574,fd,gs,hs,0.9,1.0,3,0.9,0.1
4.0,0.35704,fd,gs,hs,0.9,1.0,3,0.9,0.1
10.0,0.1052999999999999,fd,gs,hs,0.9,1.0,3,0.9,0.1
21.0,0.00735,fd,gs,hs,0.9,1.0,3,0.9,0.1
46.0,0.0,fd,gs,hs,0.9,1.0,3,0.9,0.1
100.0,0.0,fd,gs,hs,0.9,1.0,3,0.9,0.1
215.0,0.0,fd,gs,hs,0.9,1.0,3,0.9,0.1
464.0,0.0,fd,gs,hs,0.9,1.0,3,0.9,0.1
1000.0,0.0,fd,gs,hs,0.9,1.0,3,0.9,0.1
1.0,1.0,fs,gs,ss,0.5,0.8,7,1.0,0.1
2.0,0.99504,fs,gs,ss,0.5,0.8,7,1.0,0.1
4.0,0.72644,fs,gs,ss,0.5,0.8,7,1.0,0.1
10.0,0.5886,fs,gs,ss,0.5,0.8,7,1.0,0.1
21.0,0.5397000000000001,fs,gs,ss,0.5,0.8,7,1.0,0.1
46.0,0.45126,fs,gs,ss,0.5,0.8,7,1.0,0.1
100.0,0.2729999999999999,fs,gs,ss,0.5,0.8,7,1.0,0.1
215.0,0.1376,fs,gs,ss,0.5,0.8,7,1.0,0.1
464.0,0.01856,fs,gs,ss,0.5,0.8,7,1.0,0.1
1000.0,0.0,fs,gs,ss,0.5,0.8,7,1.0,0.1
1.0,1.0,fd,gs,ss,0.5,0.9,5,1.1,0.05
2.0,0.82106,fd,gs,ss,0.5,0.9,5,1.1,0.05
4.0,0.59344,fd,gs,ss,0.5,0.9,5,1.1,0.05
10.0,0.4474,fd,gs,ss,0.5,0.9,5,1.1,0.05
21.0,0.31836,fd,gs,ss,0.5,0.9,5,1.1,0.05
46.0,0.1403,fd,gs,ss,0.5,0.9,5,1.1,0.05
100.0,0.022,fd,gs,ss,0.5,0.9,5,1.1,0.05
215.0,0.0,fd,gs,ss,0.5,0.9,5,1.1,0.05
464.0,0.0,fd,gs,ss,0.5,0.9,5,1.1,0.05
1000.0,0.0,fd,gs,ss,0.5,0.9,5,1.1,0.05
1.0,1.0,fd,gs,ss,1.0,0.8,7,1.0,0.1
2.0,1.3337,fd,gs,ss,1.0,0.8,7,1.0,0.1
4.0,1.39776,fd,gs,ss,1.0,0.8,7,1.0,0.1
10.0,1.3294,fd,gs,ss,1.0,0.8,7,1.0,0.1
21.0,1.3127099999999998,fd,gs,ss,1.0,0.8,7,1.0,0.1
46.0,1.28386,fd,gs,ss,1.0,0.8,7,1.0,0.1
100.0,1.215,fd,gs,ss,1.0,0.8,7,1.0,0.1
215.0,1.23625,fd,gs,ss,1.0,0.8,7,1.0,0.1
464.0,1.30848,fd,gs,ss,1.0,0.8,7,1.0,0.1
1000.0,1.1900000000000002,fd,gs,ss,1.0,0.8,7,1.0,0.1
1.0,1.0,fd,gs,ss,0.5,0.9,5,1.0,0.05
2.0,0.82508,fd,gs,ss,0.5,0.9,5,1.0,0.05
4.0,0.59284,fd,gs,ss,0.5,0.9,5,1.0,0.05
10.0,0.4513,fd,gs,ss,0.5,0.9,5,1.0,0.05
21.0,0.32235,fd,gs,ss,0.5,0.9,5,1.0,0.05
46.0,0.13938,fd,gs,ss,0.5,0.9,5,1.0,0.05
100.0,0.022,fd,gs,ss,0.5,0.9,5,1.0,0.05
215.0,0.00215,fd,gs,ss,0.5,0.9,5,1.0,0.05
464.0,0.0,fd,gs,ss,0.5,0.9,5,1.0,0.05
1000.0,0.0,fd,gs,ss,0.5,0.9,5,1.0,0.05
1.0,1.0,fd,gs,ss,0.7,0.7,5,1.0,0.1
2.0,1.29516,fd,gs,ss,0.7,0.7,5,1.0,0.1
4.0,1.2242,fd,gs,ss,0.7,0.7,5,1.0,0.1
10.0,1.0136,fd,gs,ss,0.7,0.7,5,1.0,0.1
21.0,0.99015,fd,gs,ss,0.7,0.7,5,1.0,0.1
46.0,0.97106,fd,gs,ss,0.7,0.7,5,1.0,0.1
100.0,1.039,fd,gs,ss,0.7,0.7,5,1.0,0.1
215.0,0.98685,fd,gs,ss,0.7,0.7,5,1.0,0.1
464.0,0.86768,fd,gs,ss,0.7,0.7,5,1.0,0.1
1000.0,1.01,fd,gs,ss,0.7,0.7,5,1.0,0.1
1.0,1.0,fd,gs,ss,1.0,0.7,5,1.0,0.01
2.0,1.46014,fd,gs,ss,1.0,0.7,5,1.0,0.01
4.0,1.67164,fd,gs,ss,1.0,0.7,5,1.0,0.01
10.0,1.5825,fd,gs,ss,1.0,0.7,5,1.0,0.01
21.0,1.53447,fd,gs,ss,1.0,0.7,5,1.0,0.01
46.0,1.58746,fd,gs,ss,1.0,0.7,5,1.0,0.01
100.0,1.624,fd,gs,ss,1.0,0.7,5,1.0,0.01
215.0,1.7501,fd,gs,ss,1.0,0.7,5,1.0,0.01
464.0,2.1576,fd,gs,ss,1.0,0.7,5,1.0,0.01
1000.0,2.94,fd,gs,ss,1.0,0.7,5,1.0,0.01
1.0,1.0,fs,gs,ss,0.9,0.6,5,0.9,0.1
2.0,1.53578,fs,gs,ss,0.9,0.6,5,0.9,0.1
4.0,1.86628,fs,gs,ss,0.9,0.6,5,0.9,0.1
10.0,1.7455,fs,gs,ss,0.9,0.6,5,0.9,0.1
21.0,1.7660999999999998,fs,gs,ss,0.9,0.6,5,0.9,0.1
46.0,2.01756,fs,gs,ss,0.9,0.6,5,0.9,0.1
100.0,2.522,fs,gs,ss,0.9,0.6,5,0.9,0.1
215.0,3.97105,fs,gs,ss,0.9,0.6,5,0.9,0.1
464.0,7.70704,fs,gs,ss,0.9,0.6,5,0.9,0.1
1000.0,16.150000000000002,fs,gs,ss,0.9,0.6,5,0.9,0.1
1.0,1.0,fs,gs,hs,0.7,0.9,5,1.1,0.05
2.0,0.71548,fs,gs,hs,0.7,0.9,5,1.1,0.05
4.0,0.60992,fs,gs,hs,0.7,0.9,5,1.1,0.05
10.0,0.474,fs,gs,hs,0.7,0.9,5,1.1,0.05
21.0,0.17472,fs,gs,hs,0.7,0.9,5,1.1,0.05
46.0,0.47886,fs,gs,hs,0.7,0.9,5,1.1,0.05
100.0,0.5890000000000001,fs,gs,hs,0.7,0.9,5,1.1,0.05
215.0,0.6407,fs,gs,hs,0.7,0.9,5,1.1,0.05
464.0,0.68672,fs,gs,hs,0.7,0.9,5,1.1,0.05
1000.0,0.51,fs,gs,hs,0.7,0.9,5,1.1,0.05
1.0,1.0,fd,gs,ss,0.8,0.9,5,0.9,0.05
2.0,1.0521,fd,gs,ss,0.8,0.9,5,0.9,0.05
4.0,0.97396,fd,gs,ss,0.8,0.9,5,0.9,0.05
10.0,0.8932,fd,gs,ss,0.8,0.9,5,0.9,0.05
21.0,0.88746,fd,gs,ss,0.8,0.9,5,0.9,0.05
46.0,0.85836,fd,gs,ss,0.8,0.9,5,0.9,0.05
100.0,0.8710000000000001,fd,gs,ss,0.8,0.9,5,0.9,0.05
215.0,0.92665,fd,gs,ss,0.8,0.9,5,0.9,0.05
464.0,0.6774399999999999,fd,gs,ss,0.8,0.9,5,0.9,0.05
1000.0,0.71,fd,gs,ss,0.8,0.9,5,0.9,0.05
1.0,1.0,fs,gs,ss,0.8,0.8,5,1.0,0.1
2.0,1.2115,fs,gs,ss,0.8,0.8,5,1.0,0.1
4.0,1.14716,fs,gs,ss,0.8,0.8,5,1.0,0.1
10.0,1.0138,fs,gs,ss,0.8,0.8,5,1.0,0.1
21.0,0.99519,fs,gs,ss,0.8,0.8,5,1.0,0.1
46.0,1.07364,fs,gs,ss,0.8,0.8,5,1.0,0.1
100.0,1.04,fs,gs,ss,0.8,0.8,5,1.0,0.1
215.0,1.0449,fs,gs,ss,0.8,0.8,5,1.0,0.1
464.0,1.05328,fs,gs,ss,0.8,0.8,5,1.0,0.1
1000.0,1.07,fs,gs,ss,0.8,0.8,5,1.0,0.1
1.0,1.0,fd,gs,ss,1.0,0.7,5,1.1,0.01
2.0,1.46182,fd,gs,ss,1.0,0.7,5,1.1,0.01
4.0,1.66576,fd,gs,ss,1.0,0.7,5,1.1,0.01
10.0,1.5652,fd,gs,ss,1.0,0.7,5,1.1,0.01
21.0,1.5708000000000002,fd,gs,ss,1.0,0.7,5,1.1,0.01
46.0,1.5594,fd,gs,ss,1.0,0.7,5,1.1,0.01
100.0,1.58,fd,gs,ss,1.0,0.7,5,1.1,0.01
215.0,1.66195,fd,gs,ss,1.0,0.7,5,1.1,0.01
464.0,2.11584,fd,gs,ss,1.0,0.7,5,1.1,0.01
1000.0,3.11,fd,gs,ss,1.0,0.7,5,1.1,0.01
1.0,1.0,fs,gs,hs,0.7,0.9,5,1.0,0.05
2.0,0.64598,fs,gs,hs,0.7,0.9,5,1.0,0.05
4.0,0.46068,fs,gs,hs,0.7,0.9,5,1.0,0.05
10.0,0.1514,fs,gs,hs,0.7,0.9,5,1.0,0.05
21.0,0.00924,fs,gs,hs,0.7,0.9,5,1.0,0.05
46.0,0.0,fs,gs,hs,0.7,0.9,5,1.0,0.05
100.0,0.0,fs,gs,hs,0.7,0.9,5,1.0,0.05
215.0,0.0,fs,gs,hs,0.7,0.9,5,1.0,0.05
464.0,0.0,fs,gs,hs,0.7,0.9,5,1.0,0.05
1000.0,0.0,fs,gs,hs,0.7,0.9,5,1.0,0.05
1.0,1.0,fd,gs,ss,0.6,0.9,5,0.9,0.1
2.0,0.9033,fd,gs,ss,0.6,0.9,5,0.9,0.1
4.0,0.74104,fd,gs,ss,0.6,0.9,5,0.9,0.1
10.0,0.6329,fd,gs,ss,0.6,0.9,5,0.9,0.1
21.0,0.57057,fd,gs,ss,0.6,0.9,5,0.9,0.1
46.0,0.4623,fd,gs,ss,0.6,0.9,5,0.9,0.1
100.0,0.367,fd,gs,ss,0.6,0.9,5,0.9,0.1
