N,NPfix,envs,germs,hards,pA,pGermBH,pGermWT,bankLength,wA,wB,site
4.0,0.1616,ed,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
10.0,0.0012,ed,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
2.0,0.39064,ed,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
4.0,0.09532,ed,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
2.0,0.12366,es,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
4.0,0.0068,es,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
2.0,0.25362,ed,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
4.0,0.0502,ed,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
10.0,0.0003,ed,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
2.0,0.37556,ed,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
4.0,0.09116,ed,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
2.0,0.30412,ed,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
4.0,0.07968,ed,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,1.0,0.165,1.0,7,1.453,0.547,FR
2.0,0.45826,ed,gs,hs,1.0,0.165,1.0,7,1.453,0.547,FR
4.0,0.12196,ed,gs,hs,1.0,0.165,1.0,7,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,1.0,0.165,1.0,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,1.0,0.165,1.0,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,1.0,0.165,1.0,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,1.0,0.165,1.0,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,1.0,0.165,1.0,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,1.0,0.165,1.0,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,1.0,0.165,1.0,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
2.0,0.4361,ed,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
4.0,0.1264,ed,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
10.0,0.0006,ed,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.5,0.165,0.5,3,1.453,0.547,FR
2.0,0.27522,es,gs,hs,0.5,0.165,0.5,3,1.453,0.547,FR
4.0,0.05836,es,gs,hs,0.5,0.165,0.5,3,1.453,0.547,FR
10.0,0.0001,es,gs,hs,0.5,0.165,0.5,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.5,0.165,0.5,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.5,0.165,0.5,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.5,0.165,0.5,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.5,0.165,0.5,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.5,0.165,0.5,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.5,0.165,0.5,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
2.0,0.2538,es,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
4.0,0.04732,es,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.5,0.165,1.0,5,1.453,0.547,FR
2.0,0.35998,es,gs,hs,0.5,0.165,1.0,5,1.453,0.547,FR
4.0,0.0804,es,gs,hs,0.5,0.165,1.0,5,1.453,0.547,FR
10.0,0.0004,es,gs,hs,0.5,0.165,1.0,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.5,0.165,1.0,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.5,0.165,1.0,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.5,0.165,1.0,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.5,0.165,1.0,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.5,0.165,1.0,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.5,0.165,1.0,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
2.0,0.68188,es,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
4.0,0.27324,es,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
10.0,0.0014999999999999,es,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,1.0,0.165,0.165,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
2.0,0.27146,es,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
4.0,0.04668,es,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.25,0.165,0.75,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
2.0,0.58876,es,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
4.0,0.16244,es,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
10.0,0.0001,es,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.0,0.165,1.0,7,1.453,0.547,FR
2.0,0.19704,es,gs,hs,0.0,0.165,1.0,7,1.453,0.547,FR
4.0,0.01088,es,gs,hs,0.0,0.165,1.0,7,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.0,0.165,1.0,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.0,0.165,1.0,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.0,0.165,1.0,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.0,0.165,1.0,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.0,0.165,1.0,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.0,0.165,1.0,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.0,0.165,1.0,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.0,0.165,1.0,3,1.453,0.547,FR
2.0,0.26328,ed,gs,hs,0.0,0.165,1.0,3,1.453,0.547,FR
4.0,0.06092,ed,gs,hs,0.0,0.165,1.0,3,1.453,0.547,FR
10.0,0.0001,ed,gs,hs,0.0,0.165,1.0,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.0,0.165,1.0,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.0,0.165,1.0,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.0,0.165,1.0,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.0,0.165,1.0,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.0,0.165,1.0,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.0,0.165,1.0,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.0,0.165,0.5,5,1.453,0.547,FR
2.0,0.37986,ed,gs,hs,0.0,0.165,0.5,5,1.453,0.547,FR
4.0,0.09432,ed,gs,hs,0.0,0.165,0.5,5,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,0.0,0.165,0.5,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.0,0.165,0.5,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.0,0.165,0.5,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.0,0.165,0.5,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.0,0.165,0.5,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.0,0.165,0.5,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.0,0.165,0.5,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.5,0.165,0.5,7,1.453,0.547,FR
2.0,0.4692,ed,gs,hs,0.5,0.165,0.5,7,1.453,0.547,FR
4.0,0.1262,ed,gs,hs,0.5,0.165,0.5,7,1.453,0.547,FR
10.0,0.0008,ed,gs,hs,0.5,0.165,0.5,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.5,0.165,0.5,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.5,0.165,0.5,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.5,0.165,0.5,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.5,0.165,0.5,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.5,0.165,0.5,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.5,0.165,0.5,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
2.0,0.21676,es,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
4.0,0.03976,es,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.25,0.165,0.165,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,1.0,0.165,0.5,5,1.453,0.547,FR
2.0,0.57626,es,gs,hs,1.0,0.165,0.5,5,1.453,0.547,FR
4.0,0.13924,es,gs,hs,1.0,0.165,0.5,5,1.453,0.547,FR
10.0,0.0,es,gs,hs,1.0,0.165,0.5,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,1.0,0.165,0.5,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,1.0,0.165,0.5,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,1.0,0.165,0.5,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,1.0,0.165,0.5,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,1.0,0.165,0.5,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,1.0,0.165,0.5,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,1.0,0.165,1.0,3,1.453,0.547,FR
2.0,0.331,es,gs,hs,1.0,0.165,1.0,3,1.453,0.547,FR
4.0,0.05448,es,gs,hs,1.0,0.165,1.0,3,1.453,0.547,FR
10.0,0.0,es,gs,hs,1.0,0.165,1.0,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,1.0,0.165,1.0,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,1.0,0.165,1.0,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,1.0,0.165,1.0,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,1.0,0.165,1.0,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,1.0,0.165,1.0,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,1.0,0.165,1.0,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
2.0,0.33902,es,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
4.0,0.06424,es,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
2.0,0.1166,es,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
4.0,0.00584,es,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
2.0,0.46648,ed,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
4.0,0.12608,ed,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
10.0,0.0001,ed,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
2.0,0.46016,ed,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
4.0,0.12792,ed,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
10.0,0.0005,ed,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
2.0,0.3754,ed,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
4.0,0.09788,ed,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
2.0,0.27348,ed,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
4.0,0.06064,ed,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
10.0,0.0,ed,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.0,0.165,0.75,5,1.453,0.547,FR
2.0,0.16126,es,gs,hs,0.0,0.165,0.75,5,1.453,0.547,FR
4.0,0.00852,es,gs,hs,0.0,0.165,0.75,5,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.0,0.165,0.75,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.0,0.165,0.75,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.0,0.165,0.75,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.0,0.165,0.75,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.0,0.165,0.75,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.0,0.165,0.75,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.0,0.165,0.75,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
2.0,0.41508,es,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
4.0,0.09408,es,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
10.0,0.0,es,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
2.0,0.29314,es,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
4.0,0.05812,es,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
10.0,0.0001,es,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.25,0.165,1.0,7,1.453,0.547,FR
2.0,0.32974,es,gs,hs,0.25,0.165,1.0,7,1.453,0.547,FR
4.0,0.06732,es,gs,hs,0.25,0.165,1.0,7,1.453,0.547,FR
10.0,0.0003,es,gs,hs,0.25,0.165,1.0,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.25,0.165,1.0,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.25,0.165,1.0,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.25,0.165,1.0,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.25,0.165,1.0,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.25,0.165,1.0,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.25,0.165,1.0,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
2.0,0.47802,es,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
4.0,0.09328,es,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
10.0,0.0,es,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
2.0,0.56074,es,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
4.0,0.15512,es,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
10.0,0.0001,es,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
2.0,0.32598,ed,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
4.0,0.08688,ed,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
10.0,0.0001,ed,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
