N,NPfix,envs,germs,hards,pA,pGermBH,pGermWT,bankLength,wA,wB,site
1.0,1.0,ed,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
2.0,0.26816,ed,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
4.0,0.055,ed,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
10.0,0.0001,ed,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.5,0.165,0.75,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
2.0,0.48196,ed,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
4.0,0.12788,ed,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
10.0,0.0003,ed,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.75,0.165,0.5,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
2.0,0.47414,ed,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
4.0,0.12536,ed,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
10.0,0.0003,ed,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.25,0.165,0.5,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.75,0.165,0.165,5,1.453,0.547,FR
2.0,0.42822,ed,gs,hs,0.75,0.165,0.165,5,1.453,0.547,FR
4.0,0.12336,ed,gs,hs,0.75,0.165,0.165,5,1.453,0.547,FR
10.0,0.0004,ed,gs,hs,0.75,0.165,0.165,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.75,0.165,0.165,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.75,0.165,0.165,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.75,0.165,0.165,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.75,0.165,0.165,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.75,0.165,0.165,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.75,0.165,0.165,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
2.0,0.6359,es,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
4.0,0.15092,es,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
10.0,0.0009,es,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,1.0,0.165,0.75,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
2.0,0.26534,ed,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
4.0,0.05824,ed,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
10.0,0.0001,ed,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.0,0.165,0.75,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
2.0,0.46508,ed,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
4.0,0.12508,ed,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
10.0,0.0009,ed,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
2.0,0.38788,ed,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
4.0,0.09232,ed,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
10.0,0.0003,ed,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
2.0,0.25992,ed,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
4.0,0.05664,ed,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
2.0,0.27676,es,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
4.0,0.04936,es,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
10.0,0.0001,es,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
2.0,0.69314,es,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
4.0,0.18396,es,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
10.0,0.0,es,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
2.0,0.18652,es,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
4.0,0.02764,es,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
2.0,0.3774,ed,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
4.0,0.08408,ed,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
10.0,0.0005,ed,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
2.0,0.46392,ed,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
4.0,0.12536,ed,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
10.0,0.0008,ed,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
2.0,0.28278,ed,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
4.0,0.06124,ed,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
10.0,0.0001,ed,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,1.0,0.165,0.5,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
2.0,0.53554,ed,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
4.0,0.15952,ed,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
10.0,0.0005,ed,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
2.0,0.31944,es,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
4.0,0.06336,es,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
2.0,0.36198,ed,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
4.0,0.08652,ed,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
10.0,0.0004,ed,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,1.0,0.165,1.0,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
2.0,0.82442,es,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
4.0,0.34876,es,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
10.0,0.0594,es,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
21.0,0.35952,es,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
46.0,0.52532,es,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
100.0,0.7000000000000001,es,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
215.0,0.8320500000000001,es,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
464.0,0.87696,es,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
1000.0,1.16,es,gs,hs,1.0,0.165,0.165,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
2.0,0.26226,ed,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
4.0,0.05412,ed,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
10.0,0.0001,ed,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.75,0.165,0.75,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
2.0,0.4518,es,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
4.0,0.11992,es,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
10.0,0.0006999999999999,es,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.5,0.165,1.0,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
2.0,0.16102,es,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
4.0,0.00776,es,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.0,0.165,1.0,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
2.0,0.4874,es,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
4.0,0.1258,es,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
10.0,0.0002,es,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.75,0.165,0.5,5,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
2.0,0.3281,es,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
4.0,0.06416,es,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
10.0,0.0001,es,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.25,0.165,0.75,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
2.0,0.1223,es,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
4.0,0.00692,es,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.0,0.165,0.5,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
2.0,0.29358,es,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
4.0,0.05832,es,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.75,0.165,1.0,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
2.0,0.5216,ed,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
4.0,0.1602,ed,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
10.0,0.0004,ed,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
2.0,0.38112,ed,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
4.0,0.09388,ed,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.25,0.165,0.5,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
2.0,0.25876,ed,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
4.0,0.0592,ed,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.25,0.165,1.0,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
2.0,0.51394,es,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
4.0,0.10728,es,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
10.0,0.0,es,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,1.0,0.165,0.75,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
2.0,0.29404,ed,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
4.0,0.0772,ed,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.0,0.165,0.165,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
2.0,0.66968,es,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
4.0,0.2432,es,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
10.0,0.0012,es,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.75,0.165,0.165,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
2.0,0.5096,es,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
4.0,0.1528,es,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
10.0,0.0006999999999999,es,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
2.0,0.51082,ed,gs,hs,0.5,0.165,0.165,7,1.453,0.547,FR
