N,NPfix
1.0,1.0
2.0,1.0161
4.0,0.70052
10.0,0.7388
21.0,0.8532299999999999
46.0,0.96738
100.0,1.046
215.0,1.0234
464.0,0.96976
1000.0,0.9600000000000001
