N,NPfix,envs,germs,hards,pA,pGermBH,pGermWT,bankLength,wA,wB,site
1000.0,0.0,es,gs,hs,1.0,0.227,0.5,3,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.75,0.227,0.227,3,1.884,0.116,GCN
2.0,0.57808,es,gs,hs,0.75,0.227,0.227,3,1.884,0.116,GCN
4.0,0.2898,es,gs,hs,0.75,0.227,0.227,3,1.884,0.116,GCN
10.0,0.0065,es,gs,hs,0.75,0.227,0.227,3,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.75,0.227,0.227,3,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.75,0.227,0.227,3,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.75,0.227,0.227,3,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.75,0.227,0.227,3,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.75,0.227,0.227,3,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.75,0.227,0.227,3,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.25,0.227,0.75,5,1.884,0.116,GCN
2.0,0.21854,es,gs,hs,0.25,0.227,0.75,5,1.884,0.116,GCN
4.0,0.08348,es,gs,hs,0.25,0.227,0.75,5,1.884,0.116,GCN
10.0,0.0005,es,gs,hs,0.25,0.227,0.75,5,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.25,0.227,0.75,5,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.25,0.227,0.75,5,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.25,0.227,0.75,5,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.25,0.227,0.75,5,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.25,0.227,0.75,5,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.25,0.227,0.75,5,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
2.0,0.22352,es,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
4.0,0.0816,es,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
10.0,0.0006,es,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.25,0.227,0.75,7,1.884,0.116,GCN
2.0,0.5001,ed,gs,hs,0.25,0.227,0.75,7,1.884,0.116,GCN
4.0,0.27548,ed,gs,hs,0.25,0.227,0.75,7,1.884,0.116,GCN
10.0,0.0067,ed,gs,hs,0.25,0.227,0.75,7,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.25,0.227,0.75,7,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.25,0.227,0.75,7,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.25,0.227,0.75,7,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.25,0.227,0.75,7,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.25,0.227,0.75,7,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.25,0.227,0.75,7,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
2.0,0.43336,ed,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
4.0,0.21128,ed,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
10.0,0.0036,ed,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.25,0.227,0.5,5,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.0,0.227,0.227,3,1.884,0.116,GCN
2.0,0.33864,ed,gs,hs,0.0,0.227,0.227,3,1.884,0.116,GCN
4.0,0.16608,ed,gs,hs,0.0,0.227,0.227,3,1.884,0.116,GCN
10.0,0.0019,ed,gs,hs,0.0,0.227,0.227,3,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.0,0.227,0.227,3,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.0,0.227,0.227,3,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.0,0.227,0.227,3,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.0,0.227,0.227,3,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.0,0.227,0.227,3,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.0,0.227,0.227,3,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.0,0.227,1.0,7,1.884,0.116,GCN
2.0,0.0115,es,gs,hs,0.0,0.227,1.0,7,1.884,0.116,GCN
4.0,0.0,es,gs,hs,0.0,0.227,1.0,7,1.884,0.116,GCN
10.0,0.0,es,gs,hs,0.0,0.227,1.0,7,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.0,0.227,1.0,7,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.0,0.227,1.0,7,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.0,0.227,1.0,7,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.0,0.227,1.0,7,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.0,0.227,1.0,7,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.0,0.227,1.0,7,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.5,0.227,1.0,5,1.884,0.116,GCN
2.0,0.40934,es,gs,hs,0.5,0.227,1.0,5,1.884,0.116,GCN
4.0,0.1876,es,gs,hs,0.5,0.227,1.0,5,1.884,0.116,GCN
10.0,0.0027,es,gs,hs,0.5,0.227,1.0,5,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.5,0.227,1.0,5,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.5,0.227,1.0,5,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.5,0.227,1.0,5,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.5,0.227,1.0,5,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.5,0.227,1.0,5,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.5,0.227,1.0,5,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
2.0,0.33824,ed,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
4.0,0.1494,ed,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
10.0,0.0017,ed,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
1.0,1.0,es,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
2.0,0.95906,es,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
4.0,0.40272,es,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
10.0,0.0346,es,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
21.0,0.00042,es,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
46.0,0.0,es,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
100.0,0.0,es,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
215.0,0.0,es,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
464.0,0.0,es,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
2.0,0.30296,es,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
4.0,0.121,es,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
10.0,0.0009,es,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
2.0,0.43306,ed,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
4.0,0.21896,ed,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
10.0,0.0049,ed,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
2.0,0.01166,es,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
4.0,4e-05,es,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
10.0,0.0,es,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
2.0,0.73794,es,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
4.0,0.40208,es,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
10.0,0.0098999999999999,es,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
2.0,0.4899,ed,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
4.0,0.27904,ed,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
10.0,0.0067,ed,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.0,0.227,0.75,7,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
2.0,0.01178,es,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
4.0,4e-05,es,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
10.0,0.0,es,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
2.0,0.5715,ed,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
4.0,0.29624,ed,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
10.0,0.0048,ed,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
2.0,0.17138,es,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
4.0,0.0582,es,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
10.0,0.0,es,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.25,0.227,0.5,3,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
2.0,0.166,es,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
4.0,0.0546,es,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
10.0,0.0001,es,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.0,0.227,1.0,3,1.884,0.116,GCN
2.0,0.00808,es,gs,hs,0.0,0.227,1.0,3,1.884,0.116,GCN
4.0,4e-05,es,gs,hs,0.0,0.227,1.0,3,1.884,0.116,GCN
10.0,0.0,es,gs,hs,0.0,0.227,1.0,3,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.0,0.227,1.0,3,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.0,0.227,1.0,3,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.0,0.227,1.0,3,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.0,0.227,1.0,3,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.0,0.227,1.0,3,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.0,0.227,1.0,3,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
2.0,0.48246,ed,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
4.0,0.26484,ed,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
10.0,0.0035,ed,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.0,0.227,0.227,7,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
2.0,0.01002,es,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
4.0,4e-05,es,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
10.0,0.0,es,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
1.0,1.0,es,gs,hs,1.0,0.227,0.5,5,1.884,0.116,GCN
2.0,0.83818,es,gs,hs,1.0,0.227,0.5,5,1.884,0.116,GCN
4.0,0.28528,es,gs,hs,1.0,0.227,0.5,5,1.884,0.116,GCN
10.0,0.0064,es,gs,hs,1.0,0.227,0.5,5,1.884,0.116,GCN
21.0,0.0,es,gs,hs,1.0,0.227,0.5,5,1.884,0.116,GCN
46.0,0.0,es,gs,hs,1.0,0.227,0.5,5,1.884,0.116,GCN
100.0,0.0,es,gs,hs,1.0,0.227,0.5,5,1.884,0.116,GCN
215.0,0.0,es,gs,hs,1.0,0.227,0.5,5,1.884,0.116,GCN
464.0,0.0,es,gs,hs,1.0,0.227,0.5,5,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,1.0,0.227,0.5,5,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
2.0,0.33336,ed,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
4.0,0.15728,ed,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
10.0,0.0027,ed,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.25,0.227,0.75,3,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
2.0,0.50102,ed,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
4.0,0.2536,ed,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
10.0,0.0029,ed,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.75,0.227,0.227,5,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
2.0,0.00994,es,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
4.0,4e-05,es,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
10.0,0.0,es,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.0,0.227,0.227,5,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
2.0,0.845,es,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
4.0,0.49792,es,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
10.0,0.0133,es,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
21.0,0.02226,es,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
46.0,0.08188,es,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
100.0,0.1949999999999999,es,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
215.0,0.2838,es,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
464.0,0.38048,es,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
1000.0,0.36,es,gs,hs,0.75,0.227,0.227,7,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
2.0,0.4277,ed,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
4.0,0.22612,ed,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
10.0,0.0048,ed,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.0,0.227,0.75,5,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.25,0.227,0.227,5,1.884,0.116,GCN
2.0,0.45884,ed,gs,hs,0.25,0.227,0.227,5,1.884,0.116,GCN
4.0,0.22924,ed,gs,hs,0.25,0.227,0.227,5,1.884,0.116,GCN
10.0,0.004,ed,gs,hs,0.25,0.227,0.227,5,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.25,0.227,0.227,5,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.25,0.227,0.227,5,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.25,0.227,0.227,5,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.25,0.227,0.227,5,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.25,0.227,0.227,5,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.25,0.227,0.227,5,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
2.0,0.55204,ed,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
4.0,0.26096,ed,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
10.0,0.0036,ed,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,1.0,0.227,0.5,7,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.75,0.227,1.0,5,1.884,0.116,GCN
2.0,0.56964,es,gs,hs,0.75,0.227,1.0,5,1.884,0.116,GCN
4.0,0.28724,es,gs,hs,0.75,0.227,1.0,5,1.884,0.116,GCN
10.0,0.0114,es,gs,hs,0.75,0.227,1.0,5,1.884,0.116,GCN
21.0,0.0,es,gs,hs,0.75,0.227,1.0,5,1.884,0.116,GCN
46.0,0.0,es,gs,hs,0.75,0.227,1.0,5,1.884,0.116,GCN
100.0,0.0,es,gs,hs,0.75,0.227,1.0,5,1.884,0.116,GCN
215.0,0.0,es,gs,hs,0.75,0.227,1.0,5,1.884,0.116,GCN
464.0,0.0,es,gs,hs,0.75,0.227,1.0,5,1.884,0.116,GCN
1000.0,0.0,es,gs,hs,0.75,0.227,1.0,5,1.884,0.116,GCN
1.0,1.0,ed,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
2.0,0.34048,ed,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
4.0,0.16388,ed,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
10.0,0.0036,ed,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
21.0,0.0,ed,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
46.0,0.0,ed,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
100.0,0.0,ed,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
215.0,0.0,ed,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
464.0,0.0,ed,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
1000.0,0.0,ed,gs,hs,0.5,0.227,1.0,3,1.884,0.116,GCN
1.0,1.0,es,gs,hs,0.25,0.227,0.227,7,1.884,0.116,GCN
2.0,0.27002,es,gs,hs,0.25,0.227,0.227,7,1.884,0.116,GCN
4.0,0.11152,es,gs,hs,0.25,0.227,0.227,7,1.884,0.116,GCN
10.0,0.0008,es,gs,hs,0.25,0.227,0.227,7,1.884,0.116,GCN
