N,NPfix
1.0,1.0
2.0,0.6257
4.0,0.7642
10.0,0.886
21.0,3.5343
46.0,8.09876
100.0,18.073
1000.0,183.19
215.0,38.83975
464.0,84.53616
1000.0,181.79000000000002
