N,NPfix
1.0,1.0
2.0,0.75648
4.0,0.81932
10.0,0.8936
21.0,1.77828
46.0,3.77246
100.0,8.286
215.0,17.864349999999998
464.0,38.985279999999996
1000.0,83.16
