N,NPfix
1.0,1.0
2.0,0.62316
4.0,1.05376
10.0,1.59
21.0,5.16264
46.0,11.71712
100.0,25.529000000000003
1000.0,253.69000000000003
215.0,55.3582
464.0,118.3664
1000.0,251.84
