N,NPfix
1.0,1.0
2.0,0.72228
4.0,0.96412
10.0,1.7866000000000002
21.0,4.8272699999999995
46.0,11.05196
100.0,24.065
215.0,51.76125
1000.0,248.39
464.0,113.67536000000001
1000.0,243.82999999999998
