N,NPfix
1.0,1.0
2.0,0.76934
4.0,1.02692
10.0,0.5564
21.0,0.95802
46.0,0.97382
100.0,0.9249999999999999
215.0,0.96965
464.0,1.07184
1000.0,0.94
