N,NPfix
1.0,1.0
2.0,0.72548
4.0,1.01188
10.0,1.0121
21.0,1.03467
46.0,3.0189799999999996
1000.0,8.33
100.0,7.179
215.0,12.71725
464.0,15.32128
1000.0,8.59
